Element_1,Element_2,Element_3,Element_4,Element_5,Ratio_1,Ratio_2,Ratio_3,Ratio_4,Ratio_5,radius_1,radius_2,radius_3,radius_4,radius_5,radius_6,radius_7,radius_8,radius_9,radius_10,radius_11,radius_12,electronAffinity_1,electronAffinity_2,electronAffinity_3,electronAffinity_4,electronAffinity_5,electronAffinity_6,electronAffinity_7,electronAffinity_8,electronAffinity_9,electronAffinity_10,electronAffinity_11,electronAffinity_12,oxidationstate_1,oxidationstate_2,oxidationstate_3,oxidationstate_4,oxidationstate_5,oxidationstate_6,oxidationstate_7,oxidationstate_8,oxidationstate_9,oxidationstate_10,oxidationstate_11,oxidationstate_12,meltingpointSS_1,meltingpointSS_2,meltingpointSS_3,meltingpointSS_4,meltingpointSS_5,meltingpointSS_6,meltingpointSS_7,meltingpointSS_8,meltingpointSS_9,meltingpointSS_10,meltingpointSS_11,meltingpointSS_12,boilingpointSS_1,boilingpointSS_2,boilingpointSS_3,boilingpointSS_4,boilingpointSS_5,boilingpointSS_6,boilingpointSS_7,boilingpointSS_8,boilingpointSS_9,boilingpointSS_10,boilingpointSS_11,boilingpointSS_12,atomicMass_1,atomicMass_2,atomicMass_3,atomicMass_4,atomicMass_5,atomicMass_6,atomicMass_7,atomicMass_8,atomicMass_9,atomicMass_10,atomicMass_11,atomicMass_12,density_1,density_2,density_3,density_4,density_5,density_6,density_7,density_8,density_9,density_10,density_11,density_12,ionizationEnergy_1,ionizationEnergy_2,ionizationEnergy_3,ionizationEnergy_4,ionizationEnergy_5,ionizationEnergy_6,ionizationEnergy_7,ionizationEnergy_8,ionizationEnergy_9,ionizationEnergy_10,ionizationEnergy_11,ionizationEnergy_12,electronnegativity_1,electronnegativity_2,electronnegativity_3,electronnegativity_4,electronnegativity_5,electronnegativity_6,electronnegativity_7,electronnegativity_8,electronnegativity_9,electronnegativity_10,electronnegativity_11,electronnegativity_12,meltingpointO_1,meltingpointO_2,meltingpointO_3,meltingpointO_4,meltingpointO_5,meltingpointO_6,meltingpointO_7,meltingpointO_8,meltingpointO_9,meltingpointO_10,meltingpointO_11,meltingpointO_12,chemicalPotential_1,chemicalPotential_2,chemicalPotential_3,chemicalPotential_4,chemicalPotential_5,chemicalPotential_6,chemicalPotential_7,chemicalPotential_8,chemicalPotential_9,chemicalPotential_10,chemicalPotential_11,chemicalPotential_12,ToleranceFactor,OctahedralFactor,MaterialDensity,delta,absToleranceFactor,Element_1_1,Element_1_2,Element_1_3,Element_4_1,Element_4_2,Element_4_3,Element_4_4,Element_4_5,Ehull,p-band center,EV,EH,d-band center,exp Ehull,exp p-band center,exp EV,exp EH,exp d-band center,a,b,c,alpha,beta,gamma,Volume,ShrinkageV,ShrinkageH,FreeVolume,SpaceGroup,PointGroup,International,SymmetryOperations,OverlappingArea,OverlappingCenter,SG_1,SG_2,SG_3,SG_4,SG_5,SG_6,SG_7,PG_1,PG_2,PG_3,PG_4,PG_5
Ba,Pr,Bi,Cu,Mo,1,0,0,0.6875,0.3125,1.61,0.555625,0,0.184375,1.61,0.37125,1.98125,2.897637795,4.336700337,0,0.331833521,0.093059937,-14,-103.625,0,-22.5,-14,-81.125,-95.125,0.135102533,0.17257319,0,0.217129071,0.23653088,2,3.9375,0,1.875,2,2.0625,4.0625,0.507936508,0.96969697,0,0.476190476,0.461538462,1000,1838.625,0,905,1000,933.625,1933.625,0.543884696,1.071093855,0,0.49221565,0.46803284,2143,3735,0,1535,2143,2200,4343,0.573761714,0.974090909,0,0.410977242,0.353442321,137.327,73.675375,0,29.9875,137.327,43.687875,181.014875,1.863947079,3.143366437,0,0.407022021,0.165663181,3.51,9.345,0,3.2125,3.51,6.1325,9.6425,0.375601926,0.572360375,0,0.34376672,0.333160487,503,726.625,0,213.75,503,512.875,1015.875,0.692241528,0.980745796,0,0.294168244,0.210409745,0.89,1.98125,0,0.675,0.89,1.30625,2.19625,0.449211356,0.681339713,0,0.340694006,0.30734206,1920,1099.75,0,250,1920,849.75,2769.75,1.74585133,2.259488085,0,0.227324392,0.090260854,-468.011,-216.56175,0,-163.639375,-468.011,-52.922375,-520.933375,2.161097239,8.843348395,0,0.755624551,0.314127262,1.088343323,0.396875,273.8400094,0.03125,0.088343323,0,1,0,0,0,0,0,1,0.125961,-1.292849,1.59374,0.387629,-1.292849,0.88164923,3.643151122,0.203164354,0.678664081,3.643151122,11.328383,11.328383,8.009157,90,90,90,1027.83323,1.001918717,1.008528465,0.820139646,P4/mmm,15[D4h],123,16,90.091493,-2.175525,0,0,1,0,0,0,0,0,1,0,0,0
Ba,Pr,Bi,Cu,Mo,1,0,0,0.625,0.375,1.61,0.55875,0,0.22125,1.61,0.3375,1.9475,2.881431767,4.77037037,0,0.395973154,0.113607189,-14,-100.75,0,-27,-14,-73.75,-87.75,0.138957816,0.189830508,0,0.267990074,0.307692308,2,4.125,0,2.25,2,1.875,3.875,0.484848485,1.066666667,0,0.545454545,0.580645161,1000,1934.75,0,1086,1000,848.75,1848.75,0.516862644,1.17820324,0,0.561312831,0.587423935,2143,3842,0,1842,2143,2000,4143,0.557782405,1.0715,0,0.479437793,0.444605358,137.327,75.70125,0,35.985,137.327,39.71625,177.04325,1.814065157,3.457703081,0,0.475355427,0.203255419,3.51,9.43,0,3.855,3.51,5.575,9.085,0.372216331,0.629596413,0,0.408801697,0.424325812,503,722.75,0,256.5,503,466.25,969.25,0.695952957,1.078820375,0,0.3548945,0.264637606,0.89,1.9975,0,0.81,0.89,1.1875,2.0775,0.445556946,0.749473684,0,0.405506884,0.389891697,1920,1072.5,0,300,1920,772.5,2692.5,1.79020979,2.485436893,0,0.27972028,0.111420613,-468.011,-244.4785,0,-196.36725,-468.011,-48.11125,-516.12225,1.914323754,9.727683234,0,0.803208667,0.380466546,1.086606975,0.399107143,275.2091132,-0.0625,0.086606975,0,1,0,0,0,0,0,1,0.094558,-1.40283,1.650627,0.680635,-1.40283,0.909774966,4.066692437,0.191929531,0.506295393,4.066692437,11.33744317,11.33744317,8.038948,90,90,90.02798168,1033.307162,1.00213766,1.02349304,0.815989202,Cmcm,8[D2h],63,8,85.675578,-1.99749,0,0,0,0,0,1,0,0,0,0,1,0
Ba,Pr,Bi,Cu,Mo,1,0,0,0.5625,0.4375,1.61,0.561875,0,0.258125,1.61,0.30375,1.91375,2.865406007,5.300411523,0,0.459399333,0.134879164,-14,-97.875,0,-31.5,-14,-66.375,-80.375,0.143039591,0.210922787,0,0.32183908,0.391912908,2,4.3125,0,2.625,2,1.6875,3.6875,0.463768116,1.185185185,0,0.608695652,0.711864407,1000,2030.875,0,1267,1000,763.875,1763.875,0.492398597,1.309114711,0,0.623869022,0.718304869,2143,3949,0,2149,2143,1800,3943,0.54266903,1.190555556,0,0.544188402,0.545016485,137.327,77.727125,0,41.9825,137.327,35.744625,173.071625,1.766783475,3.841892312,0,0.540126758,0.242572981,3.51,9.515,0,4.4975,3.51,5.0175,8.5275,0.368891224,0.69955157,0,0.472674724,0.527411316,503,718.875,0,299.25,503,419.625,922.625,0.699704399,1.198689306,0,0.41627543,0.324346295,0.89,2.01375,0,0.945,0.89,1.06875,1.95875,0.441961515,0.832748538,0,0.469273743,0.482450542,1920,1045.25,0,350,1920,695.25,2615.25,1.836881129,2.761596548,0,0.334848122,0.133830418,-468.011,-272.39525,0,-229.095125,-468.011,-43.300125,-511.311125,1.718132016,10.80853693,0,0.841039354,0.448054255,1.084876157,0.401339286,276.5727272,-0.15625,0.084876157,0,1,0,0,0,0,0,1,0.078346,-1.540742,1.463523,0.350785,-1.540742,0.924644444,4.668052681,0.231419546,0.704135127,4.668052681,11.378003,11.378003,8.075586,90,90,90,1045.456903,1.014838085,1.012274874,0.806698191,P4/mmm,15[D4h],123,16,81.223724,-1.927453,0,0,1,0,0,0,0,0,1,0,0,0
Ba,Pr,Bi,Cu,Mo,1,0,0,0.5,0.5,1.61,0.565,0,0.295,1.61,0.27,1.88,2.849557522,5.962962963,0,0.522123894,0.156914894,-14,-95,0,-36,-14,-59,-73,0.147368421,0.237288136,0,0.378947368,0.493150685,2,4.5,0,3,2,1.5,3.5,0.444444444,1.333333333,0,0.666666667,0.857142857,1000,2127,0,1448,1000,679,1679,0.470145745,1.47275405,0,0.680771039,0.862418106,2143,4056,0,2456,2143,1600,3743,0.528353057,1.339375,0,0.605522682,0.656158162,137.327,79.753,0,47.98,137.327,31.773,169.1,1.721903878,4.322128852,0,0.601607463,0.283737433,3.51,9.6,0,5.14,3.51,4.46,7.97,0.365625,0.786995516,0,0.535416667,0.644918444,503,715,0,342,503,373,876,0.703496503,1.348525469,0,0.478321678,0.390410959,0.89,2.03,0,1.08,0.89,0.95,1.84,0.438423645,0.936842105,0,0.532019704,0.586956522,1920,1018,0,400,1920,618,2538,1.886051081,3.106796117,0,0.392927308,0.157604413,-468.011,-300.312,0,-261.823,-468.011,-38.489,-506.5,1.558415914,12.15960404,0,0.871836623,0.516925962,1.083150845,0.403571429,277.930911,-0.25,0.083150845,0,1,0,0,0,0,0,1,0.063475,-1.834754,1.527607,0.32437,-1.834754,0.938497581,6.263593112,0.217054458,0.722982689,6.263593112,11.434026,11.434026,8.096711,90,90,90,1058.539306,1.010073018,1.014309785,0.796917879,I4/mmm,15[D4h],139,128,67.862185,-2.055549,0,1,0,0,0,0,0,0,1,0,0,0
Ba,Pr,Bi,Cu,Nb,1,0,0,0.9375,0.0625,1.61,0.54625,0,0.04,1.61,0.50625,2.11625,2.947368421,3.180246914,0,0.073226545,0.018901359,-14,-116,0,-5.375,-14,-110.625,-124.625,0.120689655,0.126553672,0,0.046336207,0.043129388,2,3.125,0,0.3125,2,2.8125,4.8125,0.64,0.711111111,0,0.1,0.064935065,1000,1445,0,171.875,1000,1273.125,2273.125,0.692041522,0.785468827,0,0.118944637,0.075611768,2143,3313.5625,0,313.5625,2143,3000,5143,0.646735953,0.714333333,0,0.094630024,0.060968793,137.327,65.38102375,0,5.80664875,137.327,59.574375,196.901375,2.100410672,2.305135387,0,0.088812448,0.029490138,3.51,8.898125,0,0.535625,3.51,8.3625,11.8725,0.394465126,0.419730942,0,0.060195266,0.045114761,503,740.125,0,40.75,503,699.375,1202.375,0.67961493,0.719213584,0,0.055058267,0.033891257,0.89,1.88125,0,0.1,0.89,1.78125,2.67125,0.473089701,0.499649123,0,0.053156146,0.037435657,1920,1253.125,0,94.375,1920,1158.75,3078.75,1.532169576,1.656957929,0,0.075311721,0.030653674,-468.011,-119.5369375,0,-47.3700625,-468.011,-72.166875,-540.177875,3.915199852,6.485122156,0,0.396279706,0.087693452,1.093585825,0.390178571,267.3353886,0.4375,0.093585825,0,1,0,0,0,0,0,1,0.121807,-0.875178,1.465341,-0.081369,-0.875178,0.885319219,2.399302332,0.230999207,1.084771103,2.399302332,11.297585,11.297585,7.99089,90,90,90,1019.920656,0.98800692,0.995538206,0.825948302,P4/mmm,15[D4h],123,16,103.418862,-2.029915,0,0,1,0,0,0,0,0,1,0,0,0
Ba,Pr,Bi,Cu,Nb,1,0,0,0.875,0.125,1.61,0.5525,0,0.08,1.61,0.4725,2.0825,2.914027149,3.407407407,0,0.14479638,0.038415366,-14,-114,0,-10.75,-14,-103.25,-117.25,0.122807018,0.13559322,0,0.094298246,0.091684435,2,3.25,0,0.625,2,2.625,4.625,0.615384615,0.761904762,0,0.192307692,0.135135135,1000,1532,0,343.75,1000,1188.25,2188.25,0.652741514,0.841573743,0,0.224379896,0.157088998,2143,3427.125,0,627.125,2143,2800,4943,0.625305467,0.765357143,0,0.182988657,0.126871333,137.327,67.2160475,0,11.6132975,137.327,55.60275,192.92975,2.043068659,2.469787915,0,0.172775668,0.060194436,3.51,8.87625,0,1.07125,3.51,7.805,11.315,0.395437262,0.449711723,0,0.120687227,0.09467521,503,734.25,0,81.5,503,652.75,1155.75,0.685052775,0.770585982,0,0.110997617,0.07051698,0.89,1.8625,0,0.2,0.89,1.6625,2.5525,0.477852349,0.535338346,0,0.10738255,0.078354554,1920,1270.25,0,188.75,1920,1081.5,3001.5,1.511513482,1.775312067,0,0.148592797,0.062885224,-468.011,-162.095875,0,-94.740125,-468.011,-67.35575,-535.36675,2.887248056,6.948345167,0,0.584469685,0.176963035,1.09008523,0.394642857,267.7646506,0.375,0.09008523,0,1,0,0,0,0,0,1,0.114626,-0.912138,1.713904,-0.362331,-0.912138,0.891699577,2.489639697,0.180161069,1.436674402,2.489639697,11.332838,11.332838,7.998616,90,90,90,1027.287986,0.995206366,1.003193919,0.820451741,I4/mmm,15[D4h],139,32,100.56959,-2.103971,0,1,0,0,0,0,0,0,1,0,0,0
Ba,Pr,Bi,Cu,Nb,1,0,0,0.8125,0.1875,1.61,0.55875,0,0.12,1.61,0.43875,2.04875,2.881431767,3.66951567,0,0.214765101,0.0585723,-14,-112,0,-16.125,-14,-95.875,-109.875,0.125,0.146023468,0,0.143973214,0.146757679,2,3.375,0,0.9375,2,2.4375,4.4375,0.592592593,0.820512821,0,0.277777778,0.211267606,1000,1619,0,515.625,1000,1103.375,2103.375,0.617665225,0.906310185,0,0.318483632,0.245141736,2143,3540.6875,0,940.6875,2143,2600,4743,0.605249687,0.824230769,0,0.265679335,0.198331752,137.327,69.05107125,0,17.41994625,137.327,51.631125,188.958125,1.98877436,2.659771601,0,0.252276264,0.092189453,3.51,8.854375,0,1.606875,3.51,7.2475,10.7575,0.396414202,0.484304933,0,0.181478083,0.149372531,503,728.375,0,122.25,503,606.125,1109.125,0.690578342,0.829861827,0,0.167839368,0.110222022,0.89,1.84375,0,0.3,0.89,1.54375,2.43375,0.482711864,0.576518219,0,0.162711864,0.123266564,1920,1287.375,0,283.125,1920,1004.25,2924.25,1.491406933,1.911874533,0,0.219924264,0.096819697,-468.011,-204.6548125,0,-142.1101875,-468.011,-62.544625,-530.555625,2.286831149,7.482833257,0,0.694389669,0.267851627,1.086606975,0.399107143,268.1976023,0.3125,0.086606975,0,1,0,0,0,0,0,1,0.118509,-1.016722,1.071824,0.030663,-1.016722,0.888243821,2.764119115,0.34238344,0.969802341,2.764119115,11.360596,11.360596,8.020943,90,90,90,1035.208101,0.992846112,0.996295556,0.814598242,P4/mmm,15[D4h],123,16,99.569216,-2.15858,0,0,1,0,0,0,0,0,1,0,0,0
Ba,Pr,Bi,Cu,Nb,1,0,0,0.75,0.25,1.61,0.565,0,0.16,1.61,0.405,2.015,2.849557522,3.975308642,0,0.283185841,0.079404467,-14,-110,0,-21.5,-14,-88.5,-102.5,0.127272727,0.15819209,0,0.195454545,0.209756098,2,3.5,0,1.25,2,2.25,4.25,0.571428571,0.888888889,0,0.357142857,0.294117647,1000,1706,0,687.5,1000,1018.5,2018.5,0.586166471,0.981836033,0,0.402989449,0.340599455,2143,3654.25,0,1254.25,2143,2400,4543,0.586440446,0.892916667,0,0.343230485,0.276084085,137.327,70.886095,0,23.226595,137.327,47.6595,184.9865,1.937291086,2.881419234,0,0.327660806,0.125558325,3.51,8.8325,0,2.1425,3.51,6.69,10.2,0.397395981,0.524663677,0,0.242570054,0.21004902,503,722.5,0,163,503,559.5,1062.5,0.696193772,0.899016979,0,0.225605536,0.153411765,0.89,1.825,0,0.4,0.89,1.425,2.315,0.487671233,0.624561404,0,0.219178082,0.172786177,1920,1304.5,0,377.5,1920,927,2847,1.471828287,2.071197411,0,0.289382905,0.132595715,-468.011,-247.21375,0,-189.48025,-468.011,-57.7335,-525.7445,1.89314308,8.106402695,0,0.766463233,0.360403675,1.083150845,0.403571429,268.6340809,0.25,0.083150845,0,1,0,0,0,0,0,1,0.118606,-1.125169,1.549175,0.573845,-1.125169,0.888157666,3.08073745,0.212423151,0.563355168,3.08073745,11.316084,11.316084,8.006307,90,90,90,1025.237692,1.003707547,1.006610476,0.822947877,I4/mmm,15[D4h],139,64,96.440123,-2.288596,0,1,0,0,0,0,0,0,1,0,0,0
Ba,Pr,Bi,Cu,Nb,1,0,0,0.6875,0.3125,1.61,0.57125,0,0.2,1.61,0.37125,1.98125,2.818380744,4.336700337,0,0.350109409,0.100946372,-14,-108,0,-26.875,-14,-81.125,-95.125,0.12962963,0.17257319,0,0.248842593,0.282522996,2,3.625,0,1.5625,2,2.0625,4.0625,0.551724138,0.96969697,0,0.431034483,0.384615385,1000,1793,0,859.375,1000,933.625,1933.625,0.557724484,1.071093855,0,0.479294479,0.444437262,2143,3767.8125,0,1567.8125,2143,2200,4343,0.568765033,0.974090909,0,0.416106826,0.360997582,137.327,72.72111875,0,29.03324375,137.327,43.687875,181.014875,1.888406042,3.143366437,0,0.399240884,0.16039148,3.51,8.810625,0,2.678125,3.51,6.1325,9.6425,0.398382635,0.572360375,0,0.303965383,0.277741768,503,716.625,0,203.75,503,512.875,1015.875,0.701901273,0.980745796,0,0.284318856,0.200566015,0.89,1.80625,0,0.5,0.89,1.30625,2.19625,0.492733564,0.681339713,0,0.276816609,0.227660785,1920,1321.625,0,471.875,1920,849.75,2769.75,1.452757023,2.259488085,0,0.357041521,0.170367362,-468.011,-289.7726875,0,-236.8503125,-468.011,-52.922375,-520.933375,1.615097006,8.843348395,0,0.817365897,0.454665268,1.079716632,0.408035714,269.0739309,0.1875,0.079716632,0,1,0,0,0,0,0,1,0.109359,-1.182919,1.306869,0.201751,-1.182919,0.896408549,3.263887599,0.270666187,0.81729841,3.263887599,11.342753,11.342753,8.078273,90,90,90,1039.334816,0.990424343,1.004879533,0.812207626,P4/mmm,15[D4h],123,16,93.122684,-2.298771,0,0,1,0,0,0,0,0,1,0,0,0
Ba,Pr,Bi,Cu,Nb,1,0,0,0.625,0.375,1.61,0.5775,0,0.24,1.61,0.3375,1.9475,2.787878788,4.77037037,0,0.415584416,0.123234917,-14,-106,0,-32.25,-14,-73.75,-87.75,0.132075472,0.189830508,0,0.304245283,0.367521368,2,3.75,0,1.875,2,1.875,3.875,0.533333333,1.066666667,0,0.5,0.483870968,1000,1880,0,1031.25,1000,848.75,1848.75,0.531914894,1.17820324,0,0.548537234,0.557809331,2143,3881.375,0,1881.375,2143,2000,4143,0.552123925,1.0715,0,0.484718689,0.454109341,137.327,74.5561425,0,34.8398925,137.327,39.71625,177.04325,1.841927377,3.457703081,0,0.467297413,0.196787466,3.51,8.78875,0,3.21375,3.51,5.575,9.085,0.3993742,0.629596413,0,0.365666335,0.353742433,503,710.75,0,244.5,503,466.25,969.25,0.70770313,1.078820375,0,0.344002814,0.2522569,0.89,1.7875,0,0.6,0.89,1.1875,2.0775,0.497902098,0.749473684,0,0.335664336,0.288808664,1920,1338.75,0,566.25,1920,772.5,2692.5,1.434173669,2.485436893,0,0.422969188,0.210306407,-468.011,-332.331625,0,-284.220375,-468.011,-48.11125,-516.12225,1.408265012,9.727683234,0,0.855231202,0.550684213,1.076304127,0.4125,269.5170034,0.125,0.076304127,0,1,0,0,0,0,0,1,0.102819,-1.114924,0.365491,0.36795,-1.114924,0.902290273,3.049336421,0.693855884,0.692151788,3.049336421,11.41686807,11.41686807,8.077157,90,90,90.07024042,1052.815637,0.995242059,1.006790177,0.802224167,Cmcm,8[D2h],63,8,86.832594,-2.198635,0,0,0,0,0,1,0,0,0,0,1,0
Ba,Pr,Bi,Cu,Nb,1,0,0,0.5625,0.4375,1.61,0.58375,0,0.28,1.61,0.30375,1.91375,2.758029979,5.300411523,0,0.479657388,0.146309602,-14,-104,0,-37.625,-14,-66.375,-80.375,0.134615385,0.210922787,0,0.361778846,0.468118196,2,3.875,0,2.1875,2,1.6875,3.6875,0.516129032,1.185185185,0,0.564516129,0.593220339,1000,1967,0,1203.125,1000,763.875,1763.875,0.508388409,1.309114711,0,0.611654804,0.682091985,2143,3994.9375,0,2194.9375,2143,1800,3943,0.536428918,1.190555556,0,0.549429747,0.556666878,137.327,76.39116625,0,40.64654125,137.327,35.744625,173.071625,1.797681679,3.841892312,0,0.532084313,0.234853872,3.51,8.766875,0,3.749375,3.51,5.0175,8.5275,0.400370714,0.69955157,0,0.427675198,0.439680446,503,704.875,0,285.25,503,419.625,922.625,0.713601702,1.198689306,0,0.404681681,0.309172199,0.89,1.76875,0,0.7,0.89,1.06875,1.95875,0.503180212,0.832748538,0,0.395759717,0.357370772,1920,1355.875,0,660.625,1920,695.25,2615.25,1.41605974,2.761596548,0,0.487231493,0.252604913,-468.011,-374.8905625,0,-331.5904375,-468.011,-43.300125,-511.311125,1.248393656,10.80853693,0,0.884499293,0.648510117,1.072913125,0.416964286,269.9631562,0.0625,0.072913125,0,1,0,0,0,0,0,1,0.101128,-1.302334,0.571143,0.419277,-1.302334,0.903817337,3.677870808,0.564879412,0.657522036,3.677870808,11.420883,11.420883,8.091782,90,90,90,1055.464277,1.003455878,1.005654503,0.800626461,P4/mmm,15[D4h],123,16,79.7206,-2.256481,0,0,1,0,0,0,0,0,1,0,0,0
Ba,Pr,Bi,Cu,Nb,1,0,0,0.5,0.5,1.61,0.59,0,0.32,1.61,0.27,1.88,2.728813559,5.962962963,0,0.542372881,0.170212766,-14,-102,0,-43,-14,-59,-73,0.137254902,0.237288136,0,0.421568627,0.589041096,2,4,0,2.5,2,1.5,3.5,0.5,1.333333333,0,0.625,0.714285714,1000,2054,0,1375,1000,679,1679,0.486854917,1.47275405,0,0.669425511,0.818939845,2143,4108.5,0,2508.5,2143,1600,3743,0.521601558,1.339375,0,0.610563466,0.670184344,137.327,78.22619,0,46.45319,137.327,31.773,169.1,1.755511805,4.322128852,0,0.593831682,0.274708397,3.51,8.745,0,4.285,3.51,4.46,7.97,0.401372213,0.786995516,0,0.489994282,0.537641154,503,699,0,326,503,373,876,0.719599428,1.348525469,0,0.466380544,0.372146119,0.89,1.75,0,0.8,0.89,0.95,1.84,0.508571429,0.936842105,0,0.457142857,0.434782609,1920,1373,0,755,1920,618,2538,1.398397669,3.106796117,0,0.54989075,0.297478329,-468.011,-417.4495,0,-378.9605,-468.011,-38.489,-506.5,1.12112004,12.15960404,0,0.907799626,0.748194472,1.069543423,0.421428571,270.4122534,0,0.069543423,0,1,0,0,0,0,0,1,0.103031,-1.429503,0.685507,0.120714,-1.429503,0.902099008,4.176622894,0.503834721,0.886287402,4.176622894,11.440437,11.440437,8.100813,90,90,90,1060.263558,1.003551907,1.014276202,0.797415987,I4/mmm,15[D4h],139,128,69.617962,-2.369884,0,1,0,0,0,0,0,0,1,0,0,0
Ba,Pr,Bi,Cu,Nd,1,0,0,0.9375,0.0625,1.61,0.5676875,0,0.0614375,1.61,0.50625,2.11625,2.836067379,3.180246914,0,0.108224155,0.029031305,-14,-113.75,0,-3.125,-14,-110.625,-124.625,0.123076923,0.126553672,0,0.027472527,0.025075226,2,3,0,0.1875,2,2.8125,4.8125,0.666666667,0.711111111,0,0.0625,0.038961039,1000,1354,0,80.875,1000,1273.125,2273.125,0.738552437,0.785468827,0,0.059730428,0.035578774,2143,3210.8125,0,210.8125,2143,3000,5143,0.667432309,0.714333333,0,0.065657057,0.040990181,137.327,68.5895,0,9.015125,137.327,59.574375,196.901375,2.002157765,2.305135387,0,0.131435934,0.045784977,3.51,8.800625,0,0.438125,3.51,8.3625,11.8725,0.39883531,0.419730942,0,0.049783396,0.036902506,503,732.6875,0,33.3125,503,699.375,1202.375,0.686513691,0.719213584,0,0.045466178,0.027705583,0.89,1.8525,0,0.07125,0.89,1.78125,2.67125,0.480431849,0.499649123,0,0.038461538,0.026672906,1920,1300.75,0,142,1920,1158.75,3078.75,1.476071497,1.656957929,0,0.109167788,0.046122615,-468.011,-120.9158125,0,-48.7489375,-468.011,-72.166875,-540.177875,3.870552497,6.485122156,0,0.403164288,0.090246083,1.08167146,0.405491071,265.5952114,0.5,0.08167146,0,1,0,0,0,0,0,1,0.140248,-0.889643,1.429313,-0.264281,-0.889643,0.869142661,2.434260465,0.239473384,1.302494146,2.434260465,11.285076,11.285076,8.011404,90,90,90,1020.275856,0.994885274,1.007005992,0.828484214,P4/mmm,15[D4h],123,16,104.801886,-2.05262,0,0,1,0,0,0,0,0,1,0,0,0
Ba,Pr,Bi,Cu,Nd,1,0,0,0.875,0.125,1.61,0.595375,0,0.122875,1.61,0.4725,2.0825,2.704178039,3.407407407,0,0.206382532,0.059003601,-14,-109.5,0,-6.25,-14,-103.25,-117.25,0.127853881,0.13559322,0,0.057077626,0.053304904,2,3,0,0.375,2,2.625,4.625,0.666666667,0.761904762,0,0.125,0.081081081,1000,1350,0,161.75,1000,1188.25,2188.25,0.740740741,0.841573743,0,0.119814815,0.073917514,2143,3221.625,0,421.625,2143,2800,4943,0.665192255,0.765357143,0,0.130873395,0.08529739,137.327,73.633,0,18.03025,137.327,55.60275,192.92975,1.86501976,2.469787915,0,0.244866432,0.093455001,3.51,8.68125,0,0.87625,3.51,7.805,11.315,0.404319654,0.449711723,0,0.100935925,0.077441449,503,719.375,0,66.625,503,652.75,1155.75,0.699218071,0.770585982,0,0.092615117,0.05764655,0.89,1.805,0,0.1425,0.89,1.6625,2.5525,0.493074792,0.535338346,0,0.078947368,0.05582762,1920,1365.5,0,284,1920,1081.5,3001.5,1.40607836,1.775312067,0,0.207982424,0.094619357,-468.011,-164.853625,0,-97.497875,-468.011,-67.35575,-535.36675,2.838948795,6.948345167,0,0.591420874,0.182114177,1.066662362,0.425267857,264.4974153,0.5,0.066662362,0,1,0,0,0,0,0,1,0.15256,-0.932093,0.498894,-0.009461,-0.932093,0.858507382,2.539819461,0.607201854,1.009505897,2.539819461,11.39471,11.39471,8.079795,90,90,90,1049.075864,0.988652565,1.009356928,0.808903969,I4/mmm,15[D4h],139,32,102.053858,-2.089848,0,1,0,0,0,0,0,0,1,0,0,0
Ba,Pr,Bi,Cu,Nd,1,0,0,0.8125,0.1875,1.61,0.6230625,0,0.1843125,1.61,0.43875,2.04875,2.584010432,3.66951567,0,0.295817033,0.089963392,-14,-105.25,0,-9.375,-14,-95.875,-109.875,0.133016627,0.146023468,0,0.089073634,0.085324232,2,3,0,0.5625,2,2.4375,4.4375,0.666666667,0.820512821,0,0.1875,0.126760563,1000,1346,0,242.625,1000,1103.375,2103.375,0.742942051,0.906310185,0,0.180256315,0.11535033,2143,3232.4375,0,632.4375,2143,2600,4743,0.662967188,0.824230769,0,0.195653435,0.13334124,137.327,78.6765,0,27.045375,137.327,51.631125,188.958125,1.74546402,2.659771601,0,0.343754171,0.143128934,3.51,8.561875,0,1.314375,3.51,7.2475,10.7575,0.409956931,0.484304933,0,0.153514855,0.122182198,503,706.0625,0,99.9375,503,606.125,1109.125,0.712401523,0.829861827,0,0.141542002,0.090104812,0.89,1.7575,0,0.21375,0.89,1.54375,2.43375,0.506401138,0.576518219,0,0.121621622,0.087827427,1920,1430.25,0,426,1920,1004.25,2924.25,1.342422653,1.911874533,0,0.297850026,0.145678379,-468.011,-208.7914375,0,-146.2468125,-468.011,-62.544625,-530.555625,2.241523913,7.482833257,0,0.700444493,0.275648406,1.052064092,0.445044643,263.5894226,0.5,0.052064092,0,1,0,0,0,0,0,1,0.16215,-0.960324,-0.056665,-0.23754,-0.960324,0.850313648,2.6125428,1.05830122,1.268125721,2.6125428,11.469632,11.469632,8.127977,90,90,90,1069.255355,0.999456206,0.996744343,0.796742158,P4/mmm,15[D4h],123,16,96.507522,-2.167214,0,0,1,0,0,0,0,0,1,0,0,0
