Element_1,Element_2,Element_3,Element_4,Element_5,Ratio_1,Ratio_2,Ratio_3,Ratio_4,Ratio_5,radius_1,radius_2,radius_3,radius_4,radius_5,radius_6,radius_7,radius_8,radius_9,radius_10,radius_11,radius_12,electronAffinity_1,electronAffinity_2,electronAffinity_3,electronAffinity_4,electronAffinity_5,electronAffinity_6,electronAffinity_7,electronAffinity_8,electronAffinity_9,electronAffinity_10,electronAffinity_11,electronAffinity_12,oxidationstate_1,oxidationstate_2,oxidationstate_3,oxidationstate_4,oxidationstate_5,oxidationstate_6,oxidationstate_7,oxidationstate_8,oxidationstate_9,oxidationstate_10,oxidationstate_11,oxidationstate_12,meltingpointSS_1,meltingpointSS_2,meltingpointSS_3,meltingpointSS_4,meltingpointSS_5,meltingpointSS_6,meltingpointSS_7,meltingpointSS_8,meltingpointSS_9,meltingpointSS_10,meltingpointSS_11,meltingpointSS_12,boilingpointSS_1,boilingpointSS_2,boilingpointSS_3,boilingpointSS_4,boilingpointSS_5,boilingpointSS_6,boilingpointSS_7,boilingpointSS_8,boilingpointSS_9,boilingpointSS_10,boilingpointSS_11,boilingpointSS_12,atomicMass_1,atomicMass_2,atomicMass_3,atomicMass_4,atomicMass_5,atomicMass_6,atomicMass_7,atomicMass_8,atomicMass_9,atomicMass_10,atomicMass_11,atomicMass_12,density_1,density_2,density_3,density_4,density_5,density_6,density_7,density_8,density_9,density_10,density_11,density_12,ionizationEnergy_1,ionizationEnergy_2,ionizationEnergy_3,ionizationEnergy_4,ionizationEnergy_5,ionizationEnergy_6,ionizationEnergy_7,ionizationEnergy_8,ionizationEnergy_9,ionizationEnergy_10,ionizationEnergy_11,ionizationEnergy_12,electronnegativity_1,electronnegativity_2,electronnegativity_3,electronnegativity_4,electronnegativity_5,electronnegativity_6,electronnegativity_7,electronnegativity_8,electronnegativity_9,electronnegativity_10,electronnegativity_11,electronnegativity_12,meltingpointO_1,meltingpointO_2,meltingpointO_3,meltingpointO_4,meltingpointO_5,meltingpointO_6,meltingpointO_7,meltingpointO_8,meltingpointO_9,meltingpointO_10,meltingpointO_11,meltingpointO_12,chemicalPotential_1,chemicalPotential_2,chemicalPotential_3,chemicalPotential_4,chemicalPotential_5,chemicalPotential_6,chemicalPotential_7,chemicalPotential_8,chemicalPotential_9,chemicalPotential_10,chemicalPotential_11,chemicalPotential_12,ToleranceFactor,OctahedralFactor,MaterialDensity,delta,absToleranceFactor,Element_1_1,Element_1_2,Element_1_3,Element_4_1,Element_4_2,Element_4_3,Element_4_4,Element_4_5,Ehull,p-band center,EV,EH,d-band center,exp Ehull,exp p-band center,exp EV,exp EH,exp d-band center,a,b,c,alpha,beta,gamma,Volume,ShrinkageV,ShrinkageH,FreeVolume,SpaceGroup,PointGroup,International,SymmetryOperations,OverlappingArea,OverlappingCenter,SG_1,SG_2,SG_3,SG_4,SG_5,SG_6,SG_7,PG_1,PG_2,PG_3,PG_4,PG_5,Temperature,Polarization Resistance
Ba,Pr,Bi,Co,Yb,0.5,0.5,0,0.9375,0.0625,1.465,0.5651875,0.66,0.05425,0.805,0.5109375,1.3159375,2.592060157,1.575535168,0.450511945,0.095985845,0.542768938,-32,-63.125,-25,-3.125,-7,-60,-67,0.506930693,0.116666667,0.78125,0.04950495,0.419776119,2.5,3.0,1.5,0.1875,1,2.8125,3.8125,0.833333333,0.355555556,0.6,0.0625,0.442622951,1102,1725.75,602,68.25,500,1657.5,2157.5,0.638562944,0.301659125,0.546279492,0.039548023,0.310660487,2853,3091.8125,1781.5,91.8125,1071.5,3000.0,4071.5,0.922759708,0.357166667,0.624430424,0.029695365,0.46010377,139.117325,66.06575,70.453825,10.815875,68.6635,55.249875,123.913375,2.105740493,1.242781092,0.506434587,0.1637138,0.655858982,5.075,8.754375,3.32,0.410625,1.755,8.34375,10.09875,0.579710145,0.210337079,0.654187192,0.046905119,0.369414532,515,750.1875,263.5,37.6875,251.5,712.5,964.0,0.686495043,0.352982456,0.511650485,0.050237441,0.312435166,1.01,1.83125,0.565,0.06875,0.445,1.7625,2.2075,0.551535836,0.25248227,0.559405941,0.037542662,0.287089468,2210,1844.625,1250,152.4375,960,1692.1875,2652.1875,1.19807549,0.567313019,0.56561086,0.082638748,0.528785201,-623.504,-228.1874375,-389.4985,-48.9018125,-234.0055,-179.285625,-413.291125,2.732420359,1.30521061,0.624692865,0.214305454,1.060754238,1.030874117,0.403705357,278.2380341,0.25,0.030874117,0,0,1,0,0,1,0,0,0.141193,-1.670059,2.377689,0.402965,-2.01939,0.868321709,5.312481224,0.092764709,0.668335491,7.533727958,10.913111,10.913111,7.739578,90,90,90,921.7527172,0.988436898,0.993669899,0.804725995,P4mm,13[C4v],99,8,104.413346,-2.17385,1,0,0,0,0,0,0,0,0,1,0,0,0.998972937,0.784525259
Ba,Pr,Bi,Co,Zn,0.5,0.5,0,0.9375,0.0625,1.465,0.5571875,0.66,0.04625,0.805,0.5109375,1.3159375,2.6292765,1.575535168,0.450511945,0.083006169,0.536689622,-32,-60.00625,-25,-0.00625,-7,-60,-67,0.533277784,0.116666667,0.78125,0.000104156,0.373227612,2.5,2.9375,1.5,0.125,1,2.8125,3.8125,0.85106383,0.355555556,0.6,0.042553191,0.426229508,1102,1700.8125,602,43.3125,500,1657.5,2157.5,0.647925624,0.301659125,0.546279492,0.02546577,0.29910197,2853,3073.75,1781.5,73.75,1071.5,3000.0,4071.5,0.928182188,0.357166667,0.624430424,0.023993493,0.455667444,139.117325,59.336125,70.453825,4.08625,68.6635,55.249875,123.913375,2.344563704,1.242781092,0.506434587,0.068866142,0.601549873,5.075,8.79,3.32,0.44625,1.755,8.34375,10.09875,0.577360637,0.210337079,0.654187192,0.050767918,0.372942196,515,769.125,263.5,56.625,251.5,712.5,964.0,0.669592069,0.352982456,0.511650485,0.073622623,0.332079876,1.01,1.865625,0.565,0.103125,0.445,1.7625,2.2075,0.541373534,0.25248227,0.559405941,0.055276382,0.302661382,2210,1815.625,1250,123.4375,960,1692.1875,2652.1875,1.217211704,0.567313019,0.56561086,0.067986231,0.517850831,-623.504,-195.6235625,-389.4985,-16.3379375,-234.0055,-179.285625,-413.291125,3.187264315,1.30521061,0.624692865,0.083517227,0.981962624,1.035087813,0.397991071,272.779818,0.28125,0.035087813,0,0,1,0,0,1,0,0,0.135857,-1.785104,2.507906,0.50966,-2.071106,0.872967458,5.960199776,0.081438593,0.600699782,7.933592821,10.879629,10.879629,7.698125,90,90,90,911.1987824,0.981822222,0.988062866,0.812903215,P4mm,13[C4v],99,8,102.703919,-2.278402,1,0,0,0,0,0,0,0,0,1,0,0,0.998972937,0.866001026
Ba,Pr,Bi,Co,Zr,0.5,0.5,0,0.9375,0.0625,1.465,0.5559375,0.66,0.045,0.805,0.5109375,1.3159375,2.635188308,1.575535168,0.450511945,0.080944351,0.535739729,-32,-62.5625,-25,-2.5625,-7,-60,-67,0.511488511,0.116666667,0.78125,0.040959041,0.411380597,2.5,3.0625,1.5,0.25,1,2.8125,3.8125,0.816326531,0.355555556,0.6,0.081632653,0.459016393,1102,1790.5,602,133.0,500,1657.5,2157.5,0.615470539,0.301659125,0.546279492,0.074280927,0.340672074,2853,3292.625,1781.5,292.625,1071.5,3000.0,4071.5,0.86648191,0.357166667,0.624430424,0.08887286,0.509425273,139.117325,60.951375,70.453825,5.7015,68.6635,55.249875,123.913375,2.282431282,1.242781092,0.506434587,0.093541778,0.614585189,5.075,8.7506875,3.32,0.4069375,1.755,8.34375,10.09875,0.579954432,0.210337079,0.654187192,0.046503489,0.369049387,515,752.5,263.5,40.0,251.5,712.5,964.0,0.684385382,0.352982456,0.511650485,0.053156146,0.314834025,1.01,1.845625,0.565,0.083125,0.445,1.7625,2.2075,0.547240095,0.25248227,0.559405941,0.045038943,0.293601359,2210,1859.6875,1250,167.5,960,1692.1875,2652.1875,1.188371702,0.567313019,0.56561086,0.090068896,0.534464475,-623.504,-237.6105,-389.4985,-58.324875,-234.0055,-179.285625,-413.291125,2.624059122,1.30521061,0.624692865,0.245464216,1.083554298,1.035749316,0.397098214,274.8761265,0.21875,0.035749316,0,0,1,0,0,1,0,0,0.123862,-1.770842,3.651999,-0.628429,-2.054253,0.883501756,5.875798702,0.025939224,1.874663169,7.801008342,10.891916,10.891916,7.724365,90,90,90,916.3710363,0.999879886,1.00498928,0.808168798,P4mm,13[C4v],99,8,103.642107,-2.253071,1,0,0,0,0,0,0,0,0,1,0,0,0.998972937,0.719342405
Ba,Pr,Bi,Co,Hf,1.0,0.0,0,0.9375,0.0625,1.61,0.5553125,0.0,0.044375,1.61,0.5109375,2.1209375,2.89926843,3.151070336,0.0,0.079909961,0.020922352,-14,-60.00625,0,-0.00625,-14,-60,-74,0.23330903,0.233333333,0.0,0.000104156,8.45e-05,2.0,3.0625,0.0,0.25,2,2.8125,4.8125,0.653061224,0.711111111,0.0,0.081632653,0.051948052,1000,1814.125,0,156.625,1000,1657.5,2657.5,0.551229932,0.60331825,0.0,0.086336388,0.058936971,2143,3304.75,0.0,304.75,2143.0,3000.0,5143.0,0.648460549,0.714333333,0.0,0.09221575,0.059255298,137.327,66.4055,0.0,11.155625,137.327,55.249875,192.576875,2.068006415,2.485562185,0.0,0.167992486,0.057928165,3.51,9.175625,0.0,0.831875,3.51,8.34375,11.85375,0.38253525,0.420674157,0.0,0.090661399,0.070178214,503,753.6875,0.0,41.1875,503.0,712.5,1215.5,0.667385355,0.705964912,0.0,0.054647981,0.033885232,0.89,1.84375,0.0,0.08125,0.89,1.7625,2.6525,0.482711864,0.504964539,0.0,0.044067797,0.03063148,1920,1867.8125,0,175.625,1920,1692.1875,3612.1875,1.027940438,1.134626039,0.0,0.094027104,0.048620123,-468.011,-238.920375,0.0,-59.63475,-468.011,-179.285625,-647.296625,1.958857632,2.61042122,0.0,0.249600939,0.092128937,1.088517263,0.396651786,266.228485,0.46875,0.088517263,0,1,0,0,0,1,0,0,0.29687,-1.484741,2.976183,-1.175199,-2.274738,0.743140614,4.413822085,0.050987081,3.238787398,9.725370632,11.094987,11.094987,7.852844,90,90,90,966.6751746,0.982279163,1.003668745,0.872144318,P4/mmm,15[D4h],123,16,91.793257,-1.989209,0,0,1,0,0,0,0,0,1,0,0,0,0.998972937,1.221684097
Ba,Pr,Bi,Co,In,1.0,0.0,0,0.9375,0.0625,1.61,0.5609375,0.0,0.05,1.61,0.5109375,2.1209375,2.870194986,3.151070336,0.0,0.08913649,0.023574481,-14,-61.8125,0,-1.8125,-14,-60,-74,0.226491405,0.233333333,0.0,0.029322548,0.024493243,2.0,3.0,0.0,0.1875,2,2.8125,4.8125,0.666666667,0.711111111,0.0,0.0625,0.038961039,1000,1684.375,0,26.875,1000,1657.5,2657.5,0.593692022,0.60331825,0.0,0.015955473,0.010112888,2143,3146.5625,0.0,146.5625,2143.0,3000.0,5143.0,0.681060681,0.714333333,0.0,0.046578608,0.028497472,137.327,62.426,0.0,7.176125,137.327,55.249875,192.576875,2.199836607,2.485562185,0.0,0.114954106,0.03726369,3.51,8.800625,0.0,0.456875,3.51,8.34375,11.85375,0.39883531,0.420674157,0.0,0.051913927,0.038542655,503,747.375,0.0,34.875,503.0,712.5,1215.5,0.673022245,0.705964912,0.0,0.046663322,0.028691896,0.89,1.87375,0.0,0.11125,0.89,1.7625,2.6525,0.474983322,0.504964539,0.0,0.059372915,0.041941565,1920,1811.5625,0,119.375,1920,1692.1875,3612.1875,1.059858548,1.134626039,0.0,0.065896153,0.033047842,-468.011,-199.270875,0.0,-19.98525,-468.011,-179.285625,-647.296625,2.348617177,2.61042122,0.0,0.100291877,0.030874949,1.085394823,0.400669643,260.7027374,0.5,0.085394823,0,1,0,0,0,1,0,0,0.303737,-1.437694,2.511817,-0.924363,-2.622845,0.738054949,4.210974106,0.081120709,2.520262342,13.77485736,11.082065,11.082065,7.845387,90,90,90,963.5089601,0.986726807,1.000417868,0.875680188,P4/mmm,15[D4h],123,16,79.835331,-2.129493,0,0,1,0,0,0,0,0,1,0,0,0,0.998972937,1.125347628
Ba,Pr,Bi,Co,Mo,1.0,0.0,0,0.9375,0.0625,1.61,0.5478125,0.0,0.036875,1.61,0.5109375,2.1209375,2.93896178,3.151070336,0.0,0.067313177,0.017386179,-14,-64.5,0,-4.5,-14,-60,-74,0.217054264,0.233333333,0.0,0.069767442,0.060810811,2.0,3.1875,0.0,0.375,2,2.8125,4.8125,0.62745098,0.711111111,0.0,0.117647059,0.077922078,1000,1838.5,0,181.0,1000,1657.5,2657.5,0.543921675,0.60331825,0.0,0.098449823,0.068109125,2143,3307.0,0.0,307.0,2143.0,3000.0,5143.0,0.648019353,0.714333333,0.0,0.092833384,0.059692786,137.327,61.247375,0.0,5.9975,137.327,55.249875,192.576875,2.242169562,2.485562185,0.0,0.097922564,0.031143407,3.51,8.98625,0.0,0.6425,3.51,8.34375,11.85375,0.390596745,0.420674157,0.0,0.071498122,0.054202257,503,755.25,0.0,42.75,503.0,712.5,1215.5,0.666004634,0.705964912,0.0,0.056603774,0.035170712,0.89,1.8975,0.0,0.135,0.89,1.7625,2.6525,0.469038208,0.504964539,0.0,0.071146245,0.050895382,1920,1742.1875,0,50.0,1920,1692.1875,3612.1875,1.10206278,1.134626039,0.0,0.028699552,0.013842028,-468.011,-212.0135,0.0,-32.727875,-468.011,-179.285625,-647.296625,2.207458487,2.61042122,0.0,0.154366939,0.050560861,1.09270857,0.391294643,262.5523221,0.40625,0.09270857,0,1,0,0,0,1,0,0,0.280569,-1.511749,3.532397,-0.222746,-2.615677,0.755353823,4.534654974,0.029234756,1.24950316,13.67647222,11.076605,11.076605,7.82657,90,90,90,960.2510956,0.996329369,0.995356114,0.87731359,P4/mmm,15[D4h],123,16,83.208849,-2.199732,0,0,1,0,0,0,0,0,1,0,0,0,0.998972937,0.796431055
Ba,Pr,Bi,Co,Nb,1.0,0.0,0,0.9375,0.0625,1.61,0.5509375,0.0,0.04,1.61,0.5109375,2.1209375,2.922291548,3.151070336,0.0,0.072603517,0.018859584,-14,-65.375,0,-5.375,-14,-60,-74,0.21414914,0.233333333,0.0,0.082217973,0.072635135,2.0,3.125,0.0,0.3125,2,2.8125,4.8125,0.64,0.711111111,0.0,0.1,0.064935065,1000,1829.375,0,171.875,1000,1657.5,2657.5,0.54663478,0.60331825,0.0,0.093952853,0.064675447,2143,3313.5625,0.0,313.5625,2143.0,3000.0,5143.0,0.646735953,0.714333333,0.0,0.094630024,0.060968793,137.327,61.05652375,0.0,5.80664875,137.327,55.249875,192.576875,2.249178164,2.485562185,0.0,0.095102839,0.030152368,3.51,8.879375,0.0,0.535625,3.51,8.34375,11.85375,0.395298092,0.420674157,0.0,0.060322376,0.045186123,503,753.25,0.0,40.75,503.0,712.5,1215.5,0.667772984,0.705964912,0.0,0.054098905,0.033525298,0.89,1.8625,0.0,0.1,0.89,1.7625,2.6525,0.477852349,0.504964539,0.0,0.053691275,0.037700283,1920,1786.5625,0,94.375,1920,1692.1875,3612.1875,1.074689522,1.134626039,0.0,0.052824908,0.026126828,-468.011,-226.6556875,0.0,-47.3700625,-468.011,-179.285625,-647.296625,2.064854428,2.61042122,0.0,0.208995693,0.073181383,1.090958276,0.393526786,261.6040025,0.4375,0.090958276,0,1,0,0,0,1,0,0,0.28789,-1.431268,2.838205,0.021363,-2.426945,0.749844071,4.184001143,0.058530634,0.978863573,11.32423365,11.079864,11.079864,7.83724,90,90,90,962.1261213,0.987214378,0.996692248,0.875850987,P4/mmm,15[D4h],123,16,84.563352,-2.063365,0,0,1,0,0,0,0,0,1,0,0,0,0.998972937,1.161965534
Ba,Pr,Bi,Co,Sc,1.0,0.0,0,0.9375,0.0625,1.61,0.5575,0.0,0.0465625,1.61,0.5109375,2.1209375,2.887892377,3.151070336,0.0,0.083520179,0.021953735,-14,-61.125,0,-1.125,-14,-60,-74,0.229038855,0.233333333,0.0,0.018404908,0.015202703,2.0,3.0,0.0,0.1875,2,2.8125,4.8125,0.666666667,0.711111111,0.0,0.0625,0.038961039,1000,1770.875,0,113.375,1000,1657.5,2657.5,0.564692595,0.60331825,0.0,0.064022023,0.042662277,2143,3193.9375,0.0,193.9375,2143.0,3000.0,5143.0,0.670958652,0.714333333,0.0,0.060720506,0.037709022,137.327,58.05961938,0.0,2.809744375,137.327,55.249875,192.576875,2.365275582,2.485562185,0.0,0.048394123,0.014590248,3.51,8.5303125,0.0,0.1865625,3.51,8.34375,11.85375,0.411473788,0.420674157,0.0,0.021870535,0.01573869,503,752.0625,0.0,39.5625,503.0,712.5,1215.5,0.668827391,0.705964912,0.0,0.052605335,0.032548334,0.89,1.8475,0.0,0.085,0.89,1.7625,2.6525,0.48173207,0.504964539,0.0,0.046008119,0.03204524,1920,1842.1875,0,150.0,1920,1692.1875,3612.1875,1.042239186,1.134626039,0.0,0.081424936,0.041526084,-468.011,-230.8421875,0.0,-51.5565625,-468.011,-179.285625,-647.296625,2.02740671,2.61042122,0.0,0.223341162,0.079649052,1.087300849,0.398214286,256.8964558,0.5,0.087300849,0,1,0,0,0,1,0,0,0.290933,-1.448111,1.599174,-0.031311,-2.584331,0.747565763,4.255069093,0.202063353,1.031806346,13.25441892,11.100673,11.100673,7.850521,90,90,90,967.3799875,0.991579565,1.001771245,0.871749566,P4/mmm,15[D4h],123,16,80.187392,-2.079551,0,0,1,0,0,0,0,0,1,0,0,0,0.998972937,0.805117391
Ba,Pr,Bi,Co,Sn,1.0,0.0,0,0.9375,0.0625,1.61,0.5540625,0.0,0.043125,1.61,0.5109375,2.1209375,2.905809363,3.151070336,0.0,0.077834179,0.02033299,-14,-66.6875,0,-6.6875,-14,-60,-74,0.209934396,0.233333333,0.0,0.100281162,0.090371622,2.0,3.0625,0.0,0.25,2,2.8125,4.8125,0.653061224,0.711111111,0.0,0.081632653,0.051948052,1000,1689.0625,0,31.5625,1000,1657.5,2657.5,0.592044403,0.60331825,0.0,0.018686401,0.011876764,2143,3179.6875,0.0,179.6875,2143.0,3000.0,5143.0,0.673965602,0.714333333,0.0,0.056511057,0.034938266,137.327,62.66925,0.0,7.419375,137.327,55.249875,192.576875,2.191297965,2.485562185,0.0,0.118389402,0.038526822,3.51,8.800625,0.0,0.456875,3.51,8.34375,11.85375,0.39883531,0.420674157,0.0,0.051913927,0.038542655,503,756.8125,0.0,44.3125,503.0,712.5,1215.5,0.664629614,0.705964912,0.0,0.058551491,0.036456191,0.89,1.885,0.0,0.1225,0.89,1.7625,2.6525,0.472148541,0.504964539,0.0,0.064986737,0.046182846,1920,1817.1875,0,125.0,1920,1692.1875,3612.1875,1.056577816,1.134626039,0.0,0.068787618,0.03460507,-468.011,-204.284125,0.0,-24.9985,-468.011,-179.285625,-647.296625,2.29098076,2.61042122,0.0,0.122371232,0.038619852,1.08921358,0.395758929,262.5727453,0.46875,0.08921358,0,1,0,0,0,1,0,0,0.30682,-1.413172,1.854249,-0.284164,-2.573634,0.73578303,4.108968402,0.156570483,1.328650812,13.11339202,11.110614,11.110614,7.848882,90,90,90,968.9110738,0.994313456,1.000087661,0.870004611,P4/mmm,15[D4h],123,16,78.285328,-2.094754,0,0,1,0,0,0,0,0,1,0,0,0,0.998972937,1.268155135
Ba,Pr,Bi,Co,Ta,1.0,0.0,0,0.9375,0.0625,1.61,0.5509375,0.0,0.04,1.61,0.5109375,2.1209375,2.922291548,3.151070336,0.0,0.072603517,0.018859584,-14,-61.9375,0,-1.9375,-14,-60,-74,0.226034309,0.233333333,0.0,0.031281534,0.026182432,2.0,3.125,0.0,0.3125,2,2.8125,4.8125,0.64,0.711111111,0.0,0.1,0.064935065,1000,1863.125,0,205.625,1000,1657.5,2657.5,0.53673264,0.60331825,0.0,0.110365649,0.077375353,2143,3358.1875,0.0,358.1875,2143.0,3000.0,5143.0,0.638141855,0.714333333,0.0,0.106660959,0.069645635,137.327,66.5591175,0.0,11.3092425,137.327,55.249875,192.576875,2.063233486,2.485562185,0.0,0.169912747,0.058725859,3.51,9.384375,0.0,1.040625,3.51,8.34375,11.85375,0.374025974,0.420674157,0.0,0.110889111,0.087788674,503,760.0625,0.0,47.5625,503.0,712.5,1215.5,0.661787682,0.705964912,0.0,0.062577091,0.039129988,0.89,1.85625,0.0,0.09375,0.89,1.7625,2.6525,0.479461279,0.504964539,0.0,0.050505051,0.035344015,1920,1810.9375,0,118.75,1920,1692.1875,3612.1875,1.060224331,1.134626039,0.0,0.06557377,0.032874816,-468.011,-231.1314375,0.0,-51.8458125,-468.011,-179.285625,-647.296625,2.024869507,2.61042122,0.0,0.224313114,0.08009591,1.090958276,0.393526786,267.4465647,0.4375,0.090958276,0,1,0,0,0,1,0,0,0.288789,-1.475904,3.572722,-0.722911,-2.292449,0.749170264,4.374988976,0.028079318,2.060422379,9.899151041,11.073626,11.073626,7.837712,90,90,90,961.100945,0.98778735,1.001550815,0.87678523,P4/mmm,15[D4h],123,16,87.184526,-2.001787,0,0,1,0,0,0,0,0,1,0,0,0,0.998972937,1.15294312
Ba,Pr,Bi,Co,W,1.0,0.0,0,0.9375,0.0625,1.61,0.5484375,0.0,0.0375,1.61,0.5109375,2.1209375,2.935612536,3.151070336,0.0,0.068376068,0.01768086,-14,-64.9375,0,-4.9375,-14,-60,-74,0.215591915,0.233333333,0.0,0.076034649,0.066722973,2.0,3.1875,0.0,0.375,2,2.8125,4.8125,0.62745098,0.711111111,0.0,0.117647059,0.077922078,1000,1888.4375,0,230.9375,1000,1657.5,2657.5,0.529538309,0.60331825,0.0,0.122290253,0.086900282,2143,3364.25,0.0,364.25,2143.0,3000.0,5143.0,0.6369919,0.714333333,0.0,0.108270788,0.070824422,137.327,66.739875,0.0,11.49,137.327,55.249875,192.576875,2.057645448,2.485562185,0.0,0.172160946,0.059664485,3.51,9.546875,0.0,1.203125,3.51,8.34375,11.85375,0.367659574,0.420674157,0.0,0.126022913,0.101497416,503,760.625,0.0,48.125,503.0,712.5,1215.5,0.661298274,0.705964912,0.0,0.063270337,0.03959276,0.89,1.91,0.0,0.1475,0.89,1.7625,2.6525,0.465968586,0.504964539,0.0,0.077225131,0.055607917,1920,1784.1875,0,92.0,1920,1692.1875,3612.1875,1.076120083,1.134626039,0.0,0.051564087,0.025469331,-468.011,-217.8448125,0.0,-38.5591875,-468.011,-179.285625,-647.296625,2.148368807,2.61042122,0.0,0.17700301,0.059569579,1.092358062,0.391741071,268.2477987,0.40625,0.092358062,0,1,0,0,0,1,0,0,0.0,-1.511538,3.784665,-0.507324,-2.382288,1.0,4.533698263,0.022716472,1.660840833,10.82965278,11.08415,11.08415,7.831976,90,90,90,962.2238931,0.987120516,0.999513723,0.875561116,P4/mmm,15[D4h],123,16,86.739734,-2.090275,0,0,1,0,0,0,0,0,1,0,0,0,0.998972937,1.181444299
Ba,Pr,Bi,Co,Yb,1.0,0.0,0,0.9375,0.0625,1.61,0.5651875,0.0,0.05425,1.61,0.5109375,2.1209375,2.848612186,3.151070336,0.0,0.095985845,0.025578311,-14,-63.125,0,-3.125,-14,-60,-74,0.221782178,0.233333333,0.0,0.04950495,0.04222973,2.0,3.0,0.0,0.1875,2,2.8125,4.8125,0.666666667,0.711111111,0.0,0.0625,0.038961039,1000,1725.75,0,68.25,1000,1657.5,2657.5,0.579458207,0.60331825,0.0,0.039548023,0.025682032,2143,3091.8125,0.0,91.8125,2143.0,3000.0,5143.0,0.693120944,0.714333333,0.0,0.029695365,0.017851935,137.327,66.06575,0.0,10.815875,137.327,55.249875,192.576875,2.078641354,2.485562185,0.0,0.1637138,0.056163935,3.51,8.754375,0.0,0.410625,3.51,8.34375,11.85375,0.400942386,0.420674157,0.0,0.046905119,0.034640936,503,750.1875,0.0,37.6875,503.0,712.5,1215.5,0.670499042,0.705964912,0.0,0.050237441,0.031005759,0.89,1.83125,0.0,0.06875,0.89,1.7625,2.6525,0.486006826,0.504964539,0.0,0.037542662,0.025918944,1920,1844.625,0,152.4375,1920,1692.1875,3612.1875,1.040861964,1.134626039,0.0,0.082638748,0.042200882,-468.011,-228.1874375,0.0,-48.9018125,-468.011,-179.285625,-647.296625,2.050993714,2.61042122,0.0,0.214305454,0.075547764,1.083047501,0.403705357,263.5362896,0.5,0.083047501,0,1,0,0,0,1,0,0,0.293734,-1.479,2.158999,-0.076705,-2.69605,0.745474761,4.388554931,0.115440619,1.079723511,14.82107271,11.083175,11.083175,7.863109,90,90,90,965.8788966,0.97715314,0.989049275,0.874147268,P4/mmm,15[D4h],123,16,80.461344,-2.145159,0,0,1,0,0,0,0,0,1,0,0,0,0.998972937,1.247381176
Ba,Pr,Bi,Co,Zr,1.0,0.0,0,0.9375,0.0625,1.61,0.5559375,0.0,0.045,1.61,0.5109375,2.1209375,2.896008994,3.151070336,0.0,0.080944351,0.021217033,-14,-62.5625,0,-2.5625,-14,-60,-74,0.223776224,0.233333333,0.0,0.040959041,0.034628378,2.0,3.0625,0.0,0.25,2,2.8125,4.8125,0.653061224,0.711111111,0.0,0.081632653,0.051948052,1000,1790.5,0,133.0,1000,1657.5,2657.5,0.558503211,0.60331825,0.0,0.074280927,0.050047037,2143,3292.625,0.0,292.625,2143.0,3000.0,5143.0,0.650848487,0.714333333,0.0,0.08887286,0.056897725,137.327,60.951375,0.0,5.7015,137.327,55.249875,192.576875,2.253058278,2.485562185,0.0,0.093541778,0.029606358,3.51,8.7506875,0.0,0.4069375,3.51,8.34375,11.85375,0.401111341,0.420674157,0.0,0.046503489,0.034329853,503,752.5,0.0,40.0,503.0,712.5,1215.5,0.668438538,0.705964912,0.0,0.053156146,0.032908268,0.89,1.845625,0.0,0.083125,0.89,1.7625,2.6525,0.48222147,0.504964539,0.0,0.045038943,0.03133836,1920,1859.6875,0,167.5,1920,1692.1875,3612.1875,1.032431524,1.134626039,0.0,0.090068896,0.046370793,-468.011,-237.6105,0.0,-58.324875,-468.011,-179.285625,-647.296625,1.969656223,2.61042122,0.0,0.245464216,0.090105328,1.088169439,0.397098214,260.3137942,0.46875,0.088169439,0,1,0,0,0,1,0,0,0.291967,-1.455427,2.500284,-0.659848,-2.593801,0.74679318,4.286313331,0.08206169,1.934498268,13.38053448,11.09928,11.09928,7.859154,90,90,90,968.2007477,0.983157461,0.999820774,0.870836452,P4/mmm,15[D4h],123,16,80.88741,-2.095122,0,0,1,0,0,0,0,0,1,0,0,0,0.998972937,1.429065209
