Element_1,Element_2,Element_3,Element_4,Element_5,Ratio_1,Ratio_2,Ratio_3,Ratio_4,Ratio_5,radius_1,radius_2,radius_3,radius_4,radius_5,radius_6,radius_7,radius_8,radius_9,radius_10,radius_11,radius_12,electronAffinity_1,electronAffinity_2,electronAffinity_3,electronAffinity_4,electronAffinity_5,electronAffinity_6,electronAffinity_7,electronAffinity_8,electronAffinity_9,electronAffinity_10,electronAffinity_11,electronAffinity_12,oxidationstate_1,oxidationstate_2,oxidationstate_3,oxidationstate_4,oxidationstate_5,oxidationstate_6,oxidationstate_7,oxidationstate_8,oxidationstate_9,oxidationstate_10,oxidationstate_11,oxidationstate_12,meltingpointSS_1,meltingpointSS_2,meltingpointSS_3,meltingpointSS_4,meltingpointSS_5,meltingpointSS_6,meltingpointSS_7,meltingpointSS_8,meltingpointSS_9,meltingpointSS_10,meltingpointSS_11,meltingpointSS_12,boilingpointSS_1,boilingpointSS_2,boilingpointSS_3,boilingpointSS_4,boilingpointSS_5,boilingpointSS_6,boilingpointSS_7,boilingpointSS_8,boilingpointSS_9,boilingpointSS_10,boilingpointSS_11,boilingpointSS_12,atomicMass_1,atomicMass_2,atomicMass_3,atomicMass_4,atomicMass_5,atomicMass_6,atomicMass_7,atomicMass_8,atomicMass_9,atomicMass_10,atomicMass_11,atomicMass_12,density_1,density_2,density_3,density_4,density_5,density_6,density_7,density_8,density_9,density_10,density_11,density_12,ionizationEnergy_1,ionizationEnergy_2,ionizationEnergy_3,ionizationEnergy_4,ionizationEnergy_5,ionizationEnergy_6,ionizationEnergy_7,ionizationEnergy_8,ionizationEnergy_9,ionizationEnergy_10,ionizationEnergy_11,ionizationEnergy_12,electronnegativity_1,electronnegativity_2,electronnegativity_3,electronnegativity_4,electronnegativity_5,electronnegativity_6,electronnegativity_7,electronnegativity_8,electronnegativity_9,electronnegativity_10,electronnegativity_11,electronnegativity_12,meltingpointO_1,meltingpointO_2,meltingpointO_3,meltingpointO_4,meltingpointO_5,meltingpointO_6,meltingpointO_7,meltingpointO_8,meltingpointO_9,meltingpointO_10,meltingpointO_11,meltingpointO_12,chemicalPotential_1,chemicalPotential_2,chemicalPotential_3,chemicalPotential_4,chemicalPotential_5,chemicalPotential_6,chemicalPotential_7,chemicalPotential_8,chemicalPotential_9,chemicalPotential_10,chemicalPotential_11,chemicalPotential_12,ToleranceFactor,OctahedralFactor,MaterialDensity,delta,absToleranceFactor,Element_1_1,Element_1_2,Element_1_3,Element_4_1,Element_4_2,Element_4_3,Element_4_4,Element_4_5,Ehull,p-band center,EV,EH,d-band center,exp Ehull,exp p-band center,exp EV,exp EH,exp d-band center,a,b,c,alpha,beta,gamma,Volume,ShrinkageV,ShrinkageH,FreeVolume,SpaceGroup,PointGroup,International,SymmetryOperations,OverlappingArea,OverlappingCenter,SG_1,SG_2,SG_3,SG_4,SG_5,SG_6,SG_7,PG_1,PG_2,PG_3,PG_4,PG_5
Ba,Pr,Bi,Co,Cr,1,0,0,0.625,0.375,1.61,0.505625,0,0.165,1.61,0.340625,1.950625,3.184177998,4.726605505,0,0.326328801,0.084588273,-14,-64,0,-24,-14,-40,-54,0.21875,0.35,0,0.375,0.444444444,2,4.125,0,2.25,2,1.875,3.875,0.484848485,1.066666667,0,0.545454545,0.580645161,1000,1922.5,0,817.5,1000,1105,2105,0.520156047,0.904977376,0,0.425227568,0.388361045,2143,3104,0,1104,2143,2000,4143,0.690399485,1.0715,0,0.355670103,0.26647357,137.327,56.3317875,0,19.4985375,137.327,36.83325,174.16025,2.437824292,3.728343277,0,0.346137383,0.11195745,3.51,8.24,0,2.6775,3.51,5.5625,9.0725,0.425970874,0.631011236,0,0.32493932,0.295122623,503,719.875,0,244.875,503,475,978,0.698732419,1.058947368,0,0.340163223,0.250383436,0.89,1.7975,0,0.6225,0.89,1.175,2.065,0.495132128,0.757446809,0,0.346314325,0.301452785,1920,1197.5,0,69.375,1920,1128.125,3048.125,1.603340292,1.701939058,0,0.057933194,0.022759893,-468.011,-258.321,0,-138.79725,-468.011,-119.52375,-587.53475,1.81174198,3.91563183,0,0.537305329,0.236236665,1.116899396,0.361160714,267.8379731,-0.0625,0.116899396,0,1,0,0,0,1,0,0,0.280496,-1.291432,3.687897,0.120165,-2.080966,0.755408966,3.637992433,0.025024573,0.886774107,8.012204967,11.09223836,11.09223836,7.856044,90,90,90.08007946,966.5895183,0.987693714,0.999250936,0.869377911,Cmcm,8[D2h],63,8,67.814739,-1.901203,0,0,0,0,0,1,0,0,0,0,1,0
Ba,Pr,Bi,Co,Cr,1,0,0,0.5625,0.4375,1.61,0.4990625,0,0.1925,1.61,0.3065625,1.9165625,3.226048842,5.251783894,0,0.385723231,0.100440241,-14,-64,0,-28,-14,-36,-50,0.21875,0.388888889,0,0.4375,0.56,2,4.3125,0,2.625,2,1.6875,3.6875,0.463768116,1.185185185,0,0.608695652,0.711864407,1000,1948.25,0,953.75,1000,994.5,1994.5,0.51328115,1.005530417,0,0.489541897,0.478190023,2143,3088,0,1288,2143,1800,3943,0.693976684,1.190555556,0,0.417098446,0.326654831,137.327,55.89821875,0,22.74829375,137.327,33.149925,170.476925,2.456733024,4.142603641,0,0.406959189,0.133439137,3.51,8.13,0,3.12375,3.51,5.00625,8.51625,0.431734317,0.701123596,0,0.384225092,0.366798767,503,713.1875,0,285.6875,503,427.5,930.5,0.705284375,1.176608187,0,0.400578389,0.307025793,0.89,1.78375,0,0.72625,0.89,1.0575,1.9475,0.498948844,0.841607565,0,0.407147863,0.372913992,1920,1096.25,0,80.9375,1920,1015.3125,2935.3125,1.751425314,1.891043398,0,0.073831243,0.027573725,-468.011,-269.5015,0,-161.930125,-468.011,-107.571375,-575.582375,1.736580316,4.350702034,0,0.600850552,0.281332668,1.120759012,0.356473214,269.1095198,-0.15625,0.120759012,0,1,0,0,0,1,0,0,0.292554,-1.441438,3.596738,-0.142275,-2.417185,0.746354941,4.226769544,0.027412998,1.152893651,11.21424674,11.087837,11.087837,7.877501,90,90,90,968.4609918,0.988663183,0.997903906,0.867366188,P4/mmm,15[D4h],123,16,57.680135,-1.852791,0,0,1,0,0,0,0,0,1,0,0,0
Ba,Pr,Bi,Co,Cr,1,0,0,0.5,0.5,1.61,0.4925,0,0.22,1.61,0.2725,1.8825,3.269035533,5.908256881,0,0.446700508,0.11686587,-14,-64,0,-32,-14,-32,-46,0.21875,0.4375,0,0.5,0.695652174,2,4.5,0,3,2,1.5,3.5,0.444444444,1.333333333,0,0.666666667,0.857142857,1000,1974,0,1090,1000,884,1884,0.506585613,1.131221719,0,0.552178318,0.578556263,2143,3072,0,1472,2143,1600,3743,0.697591146,1.339375,0,0.479166667,0.393267433,137.327,55.46465,0,25.99805,137.327,29.4666,166.7936,2.475937376,4.660429096,0,0.468731886,0.15586959,3.51,8.02,0,3.57,3.51,4.45,7.96,0.43765586,0.788764045,0,0.445137157,0.448492462,503,706.5,0,326.5,503,380,883,0.711960368,1.323684211,0,0.462137297,0.369762174,0.89,1.77,0,0.83,0.89,0.94,1.83,0.502824859,0.946808511,0,0.468926554,0.453551913,1920,995,0,92.5,1920,902.5,2822.5,1.929648241,2.127423823,0,0.092964824,0.032772365,-468.011,-280.682,0,-185.063,-468.011,-95.619,-563.63,1.667406531,4.894539788,0,0.659333338,0.328341288,1.124645396,0.351785714,270.4096093,-0.25,0.124645396,0,1,0,0,0,1,0,0,0.308558,-1.299831,3.594433,-0.264467,-2.653894,0.73450535,3.668676609,0.027476258,1.302736432,14.20926192,11.066114,11.066114,7.866948,90,90,90,963.3776337,0.989552124,1.004018032,0.871609462,I4/mmm,15[D4h],139,128,38.066124,-2.169381,0,1,0,0,0,0,0,0,1,0,0,0
Ba,Pr,Bi,Co,Dy,1,0,0,0.9375,0.0625,1.61,0.5679375,0,0.057,1.61,0.5109375,2.1209375,2.834818972,3.151070336,0,0.100363156,0.026874908,-14,-63.125,0,-3.125,-14,-60,-74,0.221782178,0.233333333,0,0.04950495,0.04222973,2,3,0,0.1875,2,2.8125,4.8125,0.666666667,0.711111111,0,0.0625,0.038961039,1000,1762.8125,0,105.3125,1000,1657.5,2657.5,0.567275306,0.60331825,0,0.059741181,0.03962841,2143,3177.5,0,177.5,2143,3000,5143,0.674429583,0.714333333,0,0.055861526,0.03451293,137.327,65.406125,0,10.15625,137.327,55.249875,192.576875,2.099604586,2.485562185,0,0.1552798,0.052738679,3.51,8.8781875,0,0.5344375,3.51,8.34375,11.85375,0.395350965,0.420674157,0,0.06019669,0.045085943,503,748.3125,0,35.8125,503,712.5,1215.5,0.67217907,0.705964912,0,0.04785768,0.029463184,0.89,1.83875,0,0.07625,0.89,1.7625,2.6525,0.484024473,0.504964539,0,0.041468389,0.028746466,1920,1840.9375,0,148.75,1920,1692.1875,3612.1875,1.042946868,1.134626039,0,0.080801222,0.041180033,-468.011,-229.36625,0,-50.080625,-468.011,-179.285625,-647.296625,2.040452769,2.61042122,0,0.218343479,0.077368896,1.081534048,0.405669643,262.2076662,0.5,0.081534048,0,1,0,0,0,1,0,0,0.299079,-1.456538,1.977872,0.120047,-2.436844,0.741500829,4.291078071,0.138363361,0.886878752,11.4368889,11.160801,11.160801,7.909822,90,90,90,985.2749463,0.98117667,0.973109838,0.857383473,P4/mmm,15[D4h],123,16,84.213234,-2.049017,0,0,1,0,0,0,0,0,1,0,0,0
Ba,Pr,Bi,Co,Dy,1,0,0,0.8125,0.1875,1.61,0.6138125,0,0.171,1.61,0.4428125,2.0528125,2.62295082,3.635850388,0,0.278586702,0.08330035,-14,-61.375,0,-9.375,-14,-52,-66,0.228105906,0.269230769,0,0.152749491,0.142045455,2,3,0,0.5625,2,2.4375,4.4375,0.666666667,0.820512821,0,0.1875,0.126760563,1000,1752.4375,0,315.9375,1000,1436.5,2436.5,0.57063376,0.696136443,0,0.180284604,0.129668582,2143,3132.5,0,532.5,2143,2600,4743,0.684118117,0.824230769,0,0.169992019,0.112270715,137.327,78.351975,0,30.46875,137.327,47.883225,185.210225,1.752693535,2.867956367,0,0.388870223,0.164509006,3.51,8.8345625,0,1.6033125,3.51,7.23125,10.74125,0.397303205,0.485393258,0,0.181481822,0.149266845,503,724.9375,0,107.4375,503,617.5,1120.5,0.693852918,0.814574899,0,0.148202431,0.095883534,0.89,1.75625,0,0.22875,0.89,1.5275,2.4175,0.506761566,0.582651391,0,0.13024911,0.094622544,1920,1912.8125,0,446.25,1920,1466.5625,3386.5625,1.003757556,1.309183891,0,0.233295213,0.131770785,-468.011,-305.62275,0,-150.241875,-468.011,-155.380875,-623.391875,1.531335609,3.012024485,0,0.491592576,0.241007111,1.056896514,0.4384375,265.2416585,0.5,0.056896514,0,1,0,0,0,1,0,0,0.26611,-1.48606,0.925687,-1.10411,-2.721861,0.766354824,4.419647757,0.396259096,3.016538554,15.20859913,11.233866,11.233866,7.947123,90,90,90,1002.924899,1.002772619,1.02248334,0.847278918,P4/mmm,15[D4h],123,16,72.498919,-2.167606,0,0,1,0,0,0,0,0,1,0,0,0
Ba,Pr,Bi,Co,Dy,1,0,0,0.75,0.25,1.61,0.63675,0,0.228,1.61,0.40875,2.01875,2.528464861,3.93883792,0,0.358068316,0.112941176,-14,-60.5,0,-12.5,-14,-48,-62,0.231404959,0.291666667,0,0.20661157,0.201612903,2,3,0,0.75,2,2.25,4.25,0.666666667,0.888888889,0,0.25,0.176470588,1000,1747.25,0,421.25,1000,1326,2326,0.572327944,0.754147813,0,0.241093146,0.181104901,2143,3110,0,710,2143,2400,4543,0.689067524,0.892916667,0,0.22829582,0.156284394,137.327,84.8249,0,40.625,137.327,44.1999,181.5269,1.618946795,3.106952731,0,0.478927768,0.223796032,3.51,8.81275,0,2.13775,3.51,6.675,10.185,0.398286573,0.525842697,0,0.242574679,0.209891998,503,713.25,0,143.25,503,570,1073,0.705222573,0.88245614,0,0.20084122,0.133504194,0.89,1.715,0,0.305,0.89,1.41,2.3,0.518950437,0.631205674,0,0.177842566,0.132608696,1920,1948.75,0,595,1920,1353.75,3273.75,0.985246953,1.418282548,0,0.305323926,0.181748759,-468.011,-343.751,0,-200.3225,-468.011,-143.4285,-611.4395,1.361482585,3.263026525,0,0.582754668,0.327624401,1.044993942,0.454821429,266.8134496,0.5,0.044993942,0,1,0,0,0,1,0,0,0.249996,-1.295169,1.121283,-0.146843,-2.323426,0.778803898,3.651613045,0.325861446,1.158172116,10.21059595,11.34119,11.34119,8.028528,90,90,90,1032.65007,1.001544785,0.996767883,0.825310026,I4/mmm,15[D4h],139,64,71.21017,-1.903349,0,1,0,0,0,0,0,0,1,0,0,0
Ba,Pr,Bi,Co,Dy,1,0,0,0.6875,0.3125,1.61,0.6596875,0,0.285,1.61,0.3746875,1.9846875,2.440549503,4.296914095,0,0.432022738,0.143599433,-14,-59.625,0,-15.625,-14,-44,-58,0.234800839,0.318181818,0,0.262054507,0.269396552,2,3,0,0.9375,2,2.0625,4.0625,0.666666667,0.96969697,0,0.3125,0.230769231,1000,1742.0625,0,526.5625,1000,1215.5,2215.5,0.574032218,0.822706705,0,0.30226384,0.237672083,2143,3087.5,0,887.5,2143,2200,4343,0.694089069,0.974090909,0,0.287449393,0.204351831,137.327,91.297825,0,50.78125,137.327,40.516575,177.843575,1.504165077,3.389402979,0,0.556215332,0.285538851,3.51,8.7909375,0,2.6721875,3.51,6.11875,9.62875,0.399274821,0.573646578,0,0.303970708,0.277521745,503,701.5625,0,179.0625,503,522.5,1025.5,0.716971047,0.962679426,0,0.255233853,0.174609946,0.89,1.67375,0,0.38125,0.89,1.2925,2.1825,0.531740105,0.688588008,0,0.227781927,0.174684994,1920,1984.6875,0,743.75,1920,1240.9375,3160.9375,0.967406708,1.547217326,0,0.374744135,0.235294118,-468.011,-381.87925,0,-250.403125,-468.011,-131.476125,-599.487125,1.225547081,3.5596653,0,0.655712833,0.417695584,1.033356473,0.471205357,268.4146777,0.5,0.033356473,0,1,0,0,0,1,0,0,0.244957,-1.394367,1.161831,-0.366672,-2.202164,0.782738195,4.032421242,0.312912713,1.442924562,9.044564775,11.356944,11.356944,8.108332,90,90,90,1045.814097,0.993939072,1.005006006,0.817311406,P4/mmm,15[D4h],123,16,72.484712,-1.829728,0,0,1,0,0,0,0,0,1,0,0,0
Ba,Pr,Bi,Co,Dy,1,0,0,0.625,0.375,1.61,0.682625,0,0.342,1.61,0.340625,1.950625,2.358542392,4.726605505,0,0.501007142,0.17532842,-14,-58.75,0,-18.75,-14,-40,-54,0.238297872,0.35,0,0.319148936,0.347222222,2,3,0,1.125,2,1.875,3.875,0.666666667,1.066666667,0,0.375,0.290322581,1000,1736.875,0,631.875,1000,1105,2105,0.575746671,0.904977376,0,0.363799928,0.300178147,2143,3065,0,1065,2143,2000,4143,0.699184339,1.0715,0,0.347471452,0.257060101,137.327,97.77075,0,60.9375,137.327,36.83325,174.16025,1.404581636,3.728343277,0,0.623269229,0.349893274,3.51,8.769125,0,3.206625,3.51,5.5625,9.0725,0.400267986,0.631011236,0,0.365672174,0.353444475,503,689.875,0,214.875,503,475,978,0.729117594,1.058947368,0,0.311469469,0.219708589,0.89,1.6325,0,0.4575,0.89,1.175,2.065,0.54517611,0.757446809,0,0.280245023,0.221549637,1920,2020.625,0,892.5,1920,1128.125,3048.125,0.950201052,1.701939058,0,0.44169502,0.292802953,-468.011,-420.0075,0,-300.48375,-468.011,-119.52375,-587.53475,1.114292007,3.91563183,0,0.715424725,0.511431452,1.021975349,0.487589286,270.0409478,0.5,0.021975349,0,1,0,0,0,1,0,0,0.187517,-1.279567,0.805793,-0.865697,-2.372585,0.829015025,3.595082718,0.446733526,2.376662042,10.72508082,11.39205509,11.39205509,8.046945,90,90,90.13740551,1044.322326,1.01855988,1.034890556,0.82087216,Cmcm,8[D2h],63,8,66.69175,-1.952082,0,0,0,0,0,1,0,0,0,0,1,0
Ba,Pr,Bi,Co,Dy,1,0,0,0.5,0.5,1.61,0.7285,0,0.456,1.61,0.2725,1.8825,2.21002059,5.908256881,0,0.62594372,0.242231076,-14,-57,0,-25,-14,-32,-46,0.245614035,0.4375,0,0.438596491,0.543478261,2,3,0,1.5,2,1.5,3.5,0.666666667,1.333333333,0,0.5,0.428571429,1000,1726.5,0,842.5,1000,884,1884,0.579206487,1.131221719,0,0.487981465,0.447186837,2143,3020,0,1420,2143,1600,3743,0.709602649,1.339375,0,0.470198675,0.379374833,137.327,110.7166,0,81.25,137.327,29.4666,166.7936,1.240346976,4.660429096,0,0.733855628,0.487129003,3.51,8.7255,0,4.2755,3.51,4.45,7.96,0.402269211,0.788764045,0,0.490000573,0.537123116,503,666.5,0,286.5,503,380,883,0.754688672,1.323684211,0,0.429857464,0.324462061,0.89,1.55,0,0.61,0.89,0.94,1.83,0.574193548,0.946808511,0,0.393548387,0.333333333,1920,2092.5,0,1190,1920,902.5,2822.5,0.917562724,2.127423823,0,0.56869773,0.421612046,-468.011,-496.264,0,-400.645,-468.011,-95.619,-563.63,0.943068609,4.894539788,0,0.807322312,0.7108298,0.999948983,0.520357143,273.3539287,0.5,5.10E-05,0,1,0,0,0,1,0,0,0.14879,-1.265974,-0.527485,-0.854858,-2.80929,0.861750063,3.54654539,1.694664862,2.351040509,16.59812936,11.543077,11.543077,8.170823,90,90,90,1088.701918,0.998963266,1.009475179,0.792001718,I4/mmm,15[D4h],139,128,48.966313,-2.043934,0,1,0,0,0,0,0,0,1,0,0,0
Ba,Pr,Bi,Co,Er,1,0,0,0.9375,0.0625,1.61,0.5665625,0,0.055625,1.61,0.5109375,2.1209375,2.841698842,3.151070336,0,0.098179812,0.02622661,-14,-63.125,0,-3.125,-14,-60,-74,0.221782178,0.233333333,0,0.04950495,0.04222973,2,3,0,0.1875,2,2.8125,4.8125,0.666666667,0.711111111,0,0.0625,0.038961039,1000,1768.125,0,110.625,1000,1657.5,2657.5,0.565570873,0.60331825,0,0.062566278,0.041627469,2143,3196.3125,0,196.3125,2143,3000,5143,0.670460101,0.714333333,0,0.061418431,0.038170815,137.327,65.7035625,0,10.4536875,137.327,55.249875,192.576875,2.090099757,2.485562185,0,0.159103816,0.054283192,3.51,8.910375,0,0.566625,3.51,8.34375,11.85375,0.393922815,0.420674157,0,0.0635916,0.047801329,503,749.3125,0,36.8125,503,712.5,1215.5,0.671282009,0.705964912,0,0.049128368,0.030285891,0.89,1.84,0,0.0775,0.89,1.7625,2.6525,0.483695652,0.504964539,0,0.042119565,0.029217719,1920,1842.1875,0,150,1920,1692.1875,3612.1875,1.042239186,1.134626039,0,0.081424936,0.041526084,-468.011,-230.5835,0,-51.297875,-468.011,-179.285625,-647.296625,2.029681222,2.61042122,0,0.222469843,0.079249409,1.082290246,0.4046875,262.8370803,0.5,0.082290246,0,1,0,0,0,1,0,0,0.296127,-1.435432,2.620643,-0.73433,-2.558728,0.743692973,4.201459647,0.072756066,2.084085188,12.91937342,11.1074,11.1074,7.872994,90,90,90,971.3253973,0.975850431,0.988576368,0.869465594,P4/mmm,15[D4h],123,16,81.389323,-2.10053,0,0,1,0,0,0,0,0,1,0,0,0
Ba,Pr,Bi,Co,Er,1,0,0,0.875,0.125,1.61,0.588125,0,0.11125,1.61,0.476875,2.086875,2.737513284,3.376146789,0,0.189160468,0.053309374,-14,-62.25,0,-6.25,-14,-56,-70,0.224899598,0.25,0,0.100401606,0.089285714,2,3,0,0.375,2,2.625,4.625,0.666666667,0.761904762,0,0.125,0.081081081,1000,1768.25,0,221.25,1000,1547,2547,0.565530892,0.646412411,0,0.12512371,0.086866902,2143,3192.625,0,392.625,2143,2800,4943,0.671234486,0.765357143,0,0.12297874,0.079430508,137.327,72.473925,0,20.907375,137.327,51.56655,188.89355,1.894847009,2.663102341,0,0.28848134,0.110683372,3.51,8.92075,0,1.13325,3.51,7.7875,11.2975,0.393464675,0.450722311,0,0.127035283,0.100309803,503,738.625,0,73.625,503,665,1168,0.680995092,0.756390977,0,0.099678457,0.063035103,0.89,1.8,0,0.155,0.89,1.645,2.535,0.494444444,0.541033435,0,0.086111111,0.061143984,1920,1879.375,0,300,1920,1579.375,3499.375,1.021616229,1.215670756,0,0.159627536,0.085729595,-468.011,-269.929,0,-102.59575,-468.011,-167.33325,-635.34425,1.733830007,2.796879879,0,0.380084207,0.161480567,1.070552109,0.420089286,264.9315501,0.5,0.070552109,0,1,0,0,0,1,0,0,0.273599,-1.329176,1.997335,-0.005721,-2.351226,0.76063703,3.777929091,0.135696433,1.005737396,10.49843292,11.185853,11.185853,7.917328,90,90,90,990.6422646,0.983522236,0.992841041,0.854807972,I4/mmm,15[D4h],139,32,80.792836,-1.952322,0,1,0,0,0,0,0,0,1,0,0,0
Ba,Pr,Bi,Co,Er,1,0,0,0.8125,0.1875,1.61,0.6096875,0,0.166875,1.61,0.4428125,2.0528125,2.640697078,3.635850388,0,0.273705792,0.081290912,-14,-61.375,0,-9.375,-14,-52,-66,0.228105906,0.269230769,0,0.152749491,0.142045455,2,3,0,0.5625,2,2.4375,4.4375,0.666666667,0.820512821,0,0.1875,0.126760563,1000,1768.375,0,331.875,1000,1436.5,2436.5,0.565490917,0.696136443,0,0.187672298,0.136209727,2143,3188.9375,0,588.9375,2143,2600,4743,0.672010662,0.824230769,0,0.184681418,0.124169829,137.327,79.2442875,0,31.3610625,137.327,47.883225,185.210225,1.732957723,2.867956367,0,0.395751713,0.169326842,3.51,8.931125,0,1.699875,3.51,7.23125,10.74125,0.3930076,0.485393258,0,0.190331565,0.158256721,503,727.9375,0,110.4375,503,617.5,1120.5,0.690993389,0.814574899,0,0.151712887,0.09856091,0.89,1.76,0,0.2325,0.89,1.5275,2.4175,0.505681818,0.582651391,0,0.132102273,0.096173733,1920,1916.5625,0,450,1920,1466.5625,3386.5625,1.001793576,1.309183891,0,0.234795369,0.132878103,-468.011,-309.2745,0,-153.893625,-468.011,-155.380875,-623.391875,1.513254407,3.012024485,0,0.497595583,0.246864984,1.059065855,0.435491071,267.0380651,0.5,0.059065855,0,1,0,0,0,1,0,0,0.259093,-1.490507,2.056383,0.013977,-2.460321,0.771751247,4.439345697,0.127915806,0.986120225,11.70856939,11.211441,11.211441,7.942296,90,90,90,998.3180888,0.989231288,0.996586169,0.850514287,P4/mmm,15[D4h],123,16,79.812676,-2.079226,0,0,1,0,0,0,0,0,1,0,0,0
Ba,Pr,Bi,Co,Er,1,0,0,0.6875,0.3125,1.61,0.6528125,0,0.278125,1.61,0.3746875,1.9846875,2.466251795,4.296914095,0,0.426041168,0.140135412,-14,-59.625,0,-15.625,-14,-44,-58,0.234800839,0.318181818,0,0.262054507,0.269396552,2,3,0,0.9375,2,2.0625,4.0625,0.666666667,0.96969697,0,0.3125,0.230769231,1000,1768.625,0,553.125,1000,1215.5,2215.5,0.565410983,0.822706705,0,0.31274295,0.249661476,2143,3181.5625,0,981.5625,2143,2200,4343,0.673568412,0.974090909,0,0.308515863,0.226010246,137.327,92.7850125,0,52.2684375,137.327,40.516575,177.843575,1.480055844,3.389402979,0,0.563328452,0.293901185,3.51,8.951875,0,2.833125,3.51,6.11875,9.62875,0.392096628,0.573646578,0,0.316483977,0.294236012,503,706.5625,0,184.0625,503,522.5,1025.5,0.711897391,0.962679426,0,0.260504202,0.179485617,0.89,1.68,0,0.3875,0.89,1.2925,2.1825,0.529761905,0.688588008,0,0.230654762,0.177548683,1920,1990.9375,0,750,1920,1240.9375,3160.9375,0.964369801,1.547217326,0,0.376706953,0.237271379,-468.011,-387.9655,0,-256.489375,-468.011,-131.476125,-599.487125,1.206321181,3.5596653,0,0.661113875,0.427848013,1.03681725,0.466294643,271.2749974,0.5,0.03681725,0,1,0,0,0,1,0,0,0.233439,-1.246175,0.829459,-2.622711,-2.381679,0.791805894,3.477017896,0.436285253,13.77301165,10.82305953,11.338299,11.338299,8.125224,90,90,90,1044.554619,1.005582768,1.009962206,0.817222542,P4/mmm,15[D4h],123,16,67.905502,-1.973182,0,0,1,0,0,0,0,0,1,0,0,0
Ba,Pr,Bi,Co,Er,1,0,0,0.625,0.375,1.61,0.674375,0,0.33375,1.61,0.340625,1.950625,2.387395737,4.726605505,0,0.494902688,0.171099007,-14,-58.75,0,-18.75,-14,-40,-54,0.238297872,0.35,0,0.319148936,0.347222222,2,3,0,1.125,2,1.875,3.875,0.666666667,1.066666667,0,0.375,0.290322581,1000,1768.75,0,663.75,1000,1105,2105,0.565371025,0.904977376,0,0.375265018,0.315320665,2143,3177.875,0,1177.875,2143,2000,4143,0.674349998,1.0715,0,0.370648625,0.284304852,137.327,99.555375,0,62.722125,137.327,36.83325,174.16025,1.379403171,3.728343277,0,0.630022487,0.360140302,3.51,8.96225,0,3.39975,3.51,5.5625,9.0725,0.391642724,0.631011236,0,0.379341125,0.374731331,503,695.875,0,220.875,503,475,978,0.722830968,1.058947368,0,0.317406143,0.225843558,0.89,1.64,0,0.465,0.89,1.175,2.065,0.542682927,0.757446809,0,0.283536585,0.225181598,1920,2028.125,0,900,1920,1128.125,3048.125,0.946687211,1.701939058,0,0.44375963,0.295263482,-468.011,-427.311,0,-307.78725,-468.011,-119.52375,-587.53475,1.095246787,3.91563183,0,0.720288619,0.523862206,1.026039849,0.481696429,273.4004142,0.5,0.026039849,0,1,0,0,0,1,0,0,0.176885,-1.255737,0.936601,-0.533875,-2.215782,0.837876135,3.510424604,0.391957838,1.705528443,9.168576135,11.41784659,11.41784659,8.035146,90,90,89.62304383,1047.508426,0.994253736,1.019415001,0.817089821,Cmcm,8[D2h],63,8,71.127226,-2.000352,0,0,0,0,0,1,0,0,0,0,1,0
Ba,Pr,Bi,Co,Er,1,0,0,0.5625,0.4375,1.61,0.6959375,0,0.389375,1.61,0.3065625,1.9165625,2.313426134,5.251783894,0,0.559497081,0.203163215,-14,-57.875,0,-21.875,-14,-36,-50,0.241900648,0.388888889,0,0.377969762,0.4375,2,3,0,1.3125,2,1.6875,3.6875,0.666666667,1.185185185,0,0.4375,0.355932203,1000,1768.875,0,774.375,1000,994.5,1994.5,0.565331072,1.005530417,0,0.437778249,0.388255202,2143,3174.1875,0,1374.1875,2143,1800,3943,0.6751334,1.190555556,0,0.432925749,0.348513188,137.327,106.3257375,0,73.1758125,137.327,33.149925,170.476925,1.291568751,4.142603641,0,0.688222948,0.429241743,3.51,8.972625,0,3.966375,3.51,5.00625,8.51625,0.391189869,0.701123596,0,0.442052911,0.465741964,503,685.1875,0,257.6875,503,427.5,930.5,0.734105628,1.176608187,0,0.376083189,0.276934444,0.89,1.6,0,0.5425,0.89,1.0575,1.9475,0.55625,0.841607565,0,0.3390625,0.278562259,1920,2065.3125,0,1050,1920,1015.3125,2935.3125,0.929641398,1.891043398,0,0.50839764,0.357713191,-468.011,-466.6565,0,-359.085125,-468.011,-107.571375,-575.582375,1.002902563,4.350702034,0,0.769484889,0.623864004,1.015484198,0.497098214,275.5277333,0.5,0.015484198,0,1,0,0,0,1,0,0,0.159427,-1.194659,0.589216,-0.652486,-2.258136,0.852632207,3.302431449,0.554762048,1.920308788,9.565242926,11.437762,11.437762,8.071596,90,90,90,1055.945557,1.009381327,1.018738341,0.81271554,P4/mmm,15[D4h],123,16,62.164543,-1.902869,0,0,1,0,0,0,0,0,1,0,0,0
