Element_1,Element_2,Element_3,Element_4,Element_5,Ratio_1,Ratio_2,Ratio_3,Ratio_4,Ratio_5,radius_1,radius_2,radius_3,radius_4,radius_5,radius_6,radius_7,radius_8,radius_9,radius_10,radius_11,radius_12,electronAffinity_1,electronAffinity_2,electronAffinity_3,electronAffinity_4,electronAffinity_5,electronAffinity_6,electronAffinity_7,electronAffinity_8,electronAffinity_9,electronAffinity_10,electronAffinity_11,electronAffinity_12,oxidationstate_1,oxidationstate_2,oxidationstate_3,oxidationstate_4,oxidationstate_5,oxidationstate_6,oxidationstate_7,oxidationstate_8,oxidationstate_9,oxidationstate_10,oxidationstate_11,oxidationstate_12,meltingpointSS_1,meltingpointSS_2,meltingpointSS_3,meltingpointSS_4,meltingpointSS_5,meltingpointSS_6,meltingpointSS_7,meltingpointSS_8,meltingpointSS_9,meltingpointSS_10,meltingpointSS_11,meltingpointSS_12,boilingpointSS_1,boilingpointSS_2,boilingpointSS_3,boilingpointSS_4,boilingpointSS_5,boilingpointSS_6,boilingpointSS_7,boilingpointSS_8,boilingpointSS_9,boilingpointSS_10,boilingpointSS_11,boilingpointSS_12,atomicMass_1,atomicMass_2,atomicMass_3,atomicMass_4,atomicMass_5,atomicMass_6,atomicMass_7,atomicMass_8,atomicMass_9,atomicMass_10,atomicMass_11,atomicMass_12,density_1,density_2,density_3,density_4,density_5,density_6,density_7,density_8,density_9,density_10,density_11,density_12,ionizationEnergy_1,ionizationEnergy_2,ionizationEnergy_3,ionizationEnergy_4,ionizationEnergy_5,ionizationEnergy_6,ionizationEnergy_7,ionizationEnergy_8,ionizationEnergy_9,ionizationEnergy_10,ionizationEnergy_11,ionizationEnergy_12,electronnegativity_1,electronnegativity_2,electronnegativity_3,electronnegativity_4,electronnegativity_5,electronnegativity_6,electronnegativity_7,electronnegativity_8,electronnegativity_9,electronnegativity_10,electronnegativity_11,electronnegativity_12,meltingpointO_1,meltingpointO_2,meltingpointO_3,meltingpointO_4,meltingpointO_5,meltingpointO_6,meltingpointO_7,meltingpointO_8,meltingpointO_9,meltingpointO_10,meltingpointO_11,meltingpointO_12,chemicalPotential_1,chemicalPotential_2,chemicalPotential_3,chemicalPotential_4,chemicalPotential_5,chemicalPotential_6,chemicalPotential_7,chemicalPotential_8,chemicalPotential_9,chemicalPotential_10,chemicalPotential_11,chemicalPotential_12,ToleranceFactor,OctahedralFactor,MaterialDensity,delta,absToleranceFactor,Element_1_1,Element_1_2,Element_1_3,Element_4_1,Element_4_2,Element_4_3,Element_4_4,Element_4_5,Ehull,p-band center,EV,EH,d-band center,exp Ehull,exp p-band center,exp EV,exp EH,exp d-band center,a,b,c,alpha,beta,gamma,Volume,ShrinkageV,ShrinkageH,FreeVolume,SpaceGroup,PointGroup,International,SymmetryOperations,OverlappingArea,OverlappingCenter,SG_1,SG_2,SG_3,SG_4,SG_5,SG_6,SG_7,PG_1,PG_2,PG_3,PG_4,PG_5,Ef
Ni,Ni,As,As,As,0,1,0,0.8125,0.1875,1.36,0.54125,0,0.08625,1.36,0.455,1.815,2.512702079,2.989010989,0,0.159353349,0.047520661,-48,-105.625,0,-14.625,-48,-91,-139,0.45443787,0.527472527,0,0.138461538,0.105215827,3,3.375,0,0.9375,3,2.4375,5.4375,0.888888889,1.230769231,0,0.277777778,0.172413793,1193,1608.375,0,204.375,1193,1404,2597,0.741742442,0.8497151,0,0.127069247,0.078696573,3737,2754.9375,0,166.3125,3737,2588.625,6325.625,1.356473604,1.443623545,0,0.060368883,0.026291868,138.90547,61.7361875,0,14.0478,138.90547,47.6883875,186.5938575,2.249984582,2.912773471,0,0.227545635,0.075285436,6.146,8.3115625,0,1.0738125,6.146,7.23775,13.38375,0.739451818,0.849158924,0,0.129195022,0.080232558,538,776.375,0,177.5625,538,598.8125,1136.8125,0.692964096,0.898444839,0,0.228707133,0.156193304,1.1,1.960625,0,0.40875,1.1,1.551875,2.651875,0.561045585,0.708819976,0,0.208479439,0.154136224,2320,1646.975,0,58.5375,2320,1588.4375,3908.4375,1.408643118,1.46055479,0,0.035542434,0.014977213,-772.207,-171.3770625,0,-41.6630625,-772.207,-129.714,-901.921,4.505894714,5.953150778,0,0.243107577,0.046193694,1.005339197,0.386607143,289.8026413,-0.1875,0.005339197,1,0,0,0,0,0,1,0,0.302066,-3.185288,2.744535,2.155712,-3.440457,1.352650499,0.041366331,15.55737807,8.634035424,0.032050035,10.867375,10.867375,7.590157,90,90,90,896.3963226,0.995272976,1.018962705,0.814220717,123,15 [ D4h ],P4/mmm,16,84.45334,-3.616286,0,0,0,0,0,0,0,0,0,0,0,0,-2.275819
Ni,As,As,As,As,0,1,0,0.75,0.25,1.36,0.535,0,0.115,1.36,0.42,1.78,2.542056075,3.238095238,0,0.214953271,0.064606742,-48,-103.5,0,-19.5,-48,-84,-132,0.463768116,0.571428571,0,0.188405797,0.147727273,3,3.5,0,1.25,3,2.25,5.25,0.857142857,1.333333333,0,0.357142857,0.238095238,1193,1568.5,0,272.5,1193,1296,2489,0.760599299,0.920524691,0,0.173732866,0.10948172,3737,2611.25,0,221.75,3737,2389.5,6126.5,1.431115366,1.563925507,0,0.084921015,0.036195217,138.90547,62.75045,0,18.7304,138.90547,44.02005,182.92552,2.213617114,3.155504594,0,0.29849029,0.102393586,6.146,8.11275,0,1.43175,6.146,6.681,12.827,0.757572956,0.919922167,0,0.176481464,0.11162002,538,789.5,0,236.75,538,552.75,1090.75,0.681443952,0.973315242,0,0.299873338,0.217052487,1.1,1.9775,0,0.545,1.1,1.4325,2.5325,0.556257901,0.767888307,0,0.275600506,0.215202369,2320,1544.3,0,78.05,2320,1466.25,3786.25,1.502298776,1.58226769,0,0.050540698,0.020614064,-772.207,-175.28675,0,-55.55075,-772.207,-119.736,-891.943,4.405392878,6.449246676,0,0.316913572,0.062280605,1.008586417,0.382142857,292.6795592,-0.25,0.008586417,1,0,0,0,0,0,1,0,0.334413,-3.588091,1.574713,2.916118,-3.914171,1.397120035,0.027651066,4.829355394,18.46944971,0.019957086,10.938668,10.938668,7.585939,90,90,90,907.6914165,0.998851258,1.008403612,0.803278322,139,15 [ D4h ],I4/mmm,64,78.93694,-3.951422,0,0,0,0,0,0,0,0,0,0,0,0,-2.300941
As,As,As,As,As,0,1,0,0.6875,0.3125,1.36,0.52875,0,0.14375,1.36,0.385,1.745,2.572104019,3.532467532,0,0.271867612,0.082378223,-48,-101.375,0,-24.375,-48,-77,-125,0.473489519,0.623376623,0,0.240443896,0.195,3,3.625,0,1.5625,3,2.0625,5.0625,0.827586207,1.454545455,0,0.431034483,0.308641975,1193,1528.625,0,340.625,1193,1188,2381,0.780439938,1.004208754,0,0.222830976,0.143059639,3737,2467.5625,0,277.1875,3737,2190.375,5927.375,1.514449989,1.706100554,0,0.112332514,0.046763955,138.90547,63.7647125,0,23.413,138.90547,40.3517125,179.2571825,2.178406591,3.442368648,0,0.367178006,0.130611224,6.146,7.9139375,0,1.7896875,6.146,6.12425,12.27025,0.776604566,1.003551455,0,0.22614375,0.14585583,538,802.625,0,295.9375,538,506.6875,1044.6875,0.670300576,1.061798446,0,0.368712039,0.283278492,1.1,1.994375,0,0.68125,1.1,1.313125,2.413125,0.551551238,0.837696335,0,0.34158571,0.282310282,2320,1441.625,0,97.5625,2320,1344.0625,3664.0625,1.609295066,1.726110207,0,0.067675366,0.026626866,-772.207,-179.1964375,0,-69.4384375,-772.207,-109.758,-881.965,4.309276517,7.035541828,0,0.387498984,0.078731511,1.011854681,0.377678571,295.6003298,-0.3125,0.011854681,1,0,0,0,0,0,1,0,0.358035,-4.143614,2.639705,2.655572,-4.15754,1.430515688,0.01586541,14.00907032,14.23312508,0.015646,10.94844,10.94844,7.649003,90,90,90,916.8732803,0.998113707,1.017301634,0.794431722,123,15 [ D4h ],P4/mmm,16,77.18104,-4.298155,0,0,0,0,0,0,0,0,0,0,0,0,-2.334788
As,As,As,As,As,0,1,0,0.625,0.375,1.36,0.5225,0,0.1725,1.36,0.35,1.71,2.602870813,3.885714286,0,0.330143541,0.100877193,-48,-99.25,0,-29.25,-48,-70,-118,0.483627204,0.685714286,0,0.294710327,0.247881356,3,3.75,0,1.875,3,1.875,4.875,0.8,1.6,0,0.5,0.384615385,1193,1488.75,0,408.75,1193,1080,2273,0.801343409,1.10462963,0,0.274559194,0.179828421,3737,2323.875,0,332.625,3737,1991.25,5728.25,1.608089936,1.876710609,0,0.143133774,0.058067473,138.90547,64.778975,0,28.0956,138.90547,36.683375,175.588845,2.144298671,3.786605513,0,0.433714797,0.160007887,6.146,7.715125,0,2.147625,6.146,5.5675,11.7135,0.796617035,1.103906601,0,0.278365548,0.183346139,538,815.75,0,355.125,538,460.625,998.625,0.659515783,1.16797829,0,0.435335581,0.355613969,1.1,2.01125,0,0.8175,1.1,1.19375,2.29375,0.546923555,0.921465969,0,0.406463642,0.35640327,2320,1338.95,0,117.075,2320,1221.875,3541.875,1.732700997,1.898721228,0,0.087437918,0.033054526,-772.207,-183.106125,0,-83.326125,-772.207,-99.78,-871.987,4.217264715,7.739096011,0,0.455070113,0.095558907,1.015144196,0.373214286,298.5662187,-0.375,0.015144196,1,0,0,0,0,0,1,0,0.371202,-5.695549,2.317618,1.283923,-5.626819,1.449475838,0.003360892,10.15146469,3.610777055,0.003600009,10.88368621,10.88368621,7.807173,90,90,88.25099661,924.5740853,0.999271399,1.013364546,0.787019247,63,8 [ D2h ],Cmcm,8,71.034542,-5.748285,0,0,0,0,0,0,0,0,0,0,0,0,-2.359275
As,As,As,As,As,0,1,0,0.5625,0.4375,1.36,0.51625,0,0.20125,1.36,0.315,1.675,2.634382567,4.317460317,0,0.389830508,0.120149254,-48,-97.125,0,-34.125,-48,-63,-111,0.494208494,0.761904762,0,0.351351351,0.307432432,3,3.875,0,2.1875,3,1.6875,4.6875,0.774193548,1.777777778,0,0.564516129,0.466666667,1193,1448.875,0,476.875,1193,972,2165,0.823397464,1.227366255,0,0.329134673,0.220265589,3737,2180.1875,0,388.0625,3737,1792.125,5529.125,1.714072758,2.08523401,0,0.177995012,0.070185156,138.90547,65.7932375,0,32.7782,138.90547,33.0150375,171.9205075,2.11124236,4.207339459,0,0.498200138,0.190659046,6.146,7.5163125,0,2.5055625,6.146,5.01075,11.15675,0.817688195,1.22656289,0,0.333349964,0.22457817,538,828.875,0,414.3125,538,414.5625,952.5625,0.649072538,1.297753656,0,0.499849193,0.434945214,1.1,2.028125,0,0.95375,1.1,1.074375,2.174375,0.542372881,1.023851076,0,0.470261941,0.438631791,2320,1236.275,0,136.5875,2320,1099.6875,3419.6875,1.876605124,2.109690253,0,0.110483104,0.039941515,-772.207,-187.0158125,0,-97.2138125,-772.207,-89.802,-862.009,4.129100046,8.598995568,0,0.519816005,0.112775867,1.018455168,0.36875,301.5785443,-0.4375,0.018455168,1,0,0,0,0,0,1,0,0.406748,-5.666435,2.525118,-0.131747,-5.336712,1.501925573,0.003460179,12.49236928,0.876562737,0.004811665,10.864813,10.864813,7.848705,90,90,90,926.4938008,0.999545241,1.021784827,0.784594545,123,15 [ D4h ],P4/mmm,16,69.890001,-5.481627,0,0,0,0,0,0,0,0,0,0,0,0,-2.351476
As,As,As,As,As,0,1,0,0.5,0.5,1.36,0.51,0,0.23,1.36,0.28,1.64,2.666666667,4.857142857,0,0.450980392,0.140243902,-48,-95,0,-39,-48,-56,-104,0.505263158,0.857142857,0,0.410526316,0.375,3,4,0,2.5,3,1.5,4.5,0.75,2,0,0.625,0.555555556,1193,1409,0,545,1193,864,2057,0.846699787,1.380787037,0,0.386799148,0.264948955,3737,2036.5,0,443.5,3737,1593,5330,1.835011048,2.345888261,0,0.217775595,0.083208255,138.90547,66.8075,0,37.4608,138.90547,29.3467,168.25217,2.079189762,4.733256891,0,0.560727463,0.222646757,6.146,7.3175,0,2.8635,6.146,4.454,10.6,0.839904339,1.379883251,0,0.391322173,0.270141509,538,842,0,473.5,538,368.5,906.5,0.638954869,1.459972863,0,0.562351544,0.522338665,1.1,2.045,0,1.09,1.1,0.955,2.055,0.537897311,1.151832461,0,0.533007335,0.530413625,2320,1133.6,0,156.1,2320,977.5,3297.5,2.046577276,2.373401535,0,0.137702893,0.047338893,-772.207,-190.9255,0,-111.1015,-772.207,-79.824,-852.031,4.044546171,9.673870014,0,0.581910222,0.130396077,1.021787809,0.364285714,304.6386807,-0.5,0.021787809,1,0,0,0,0,0,1,0,0.442097,-5.455643,1.755102,0.831067,-5.206292,1.555966662,0.004272129,5.784037684,2.295767017,0.005481963,10.86172,10.86172,7.976198,90,90,90,941.0076032,0.99697238,1.01057512,0.771711473,139,15 [ D4h ],I4/mmm,128,61.746239,-5.184368,0,0,0,0,0,0,0,0,0,0,0,0,-2.343874
Ni,Ni,Ni,Ni,Bi,0,1,0,0.9375,0.0625,1.36,0.5725,0,0.0475,1.36,0.525,1.885,2.375545852,2.59047619,0,0.082969432,0.025198939,-48,-110.6875,0,-5.6875,-48,-105,-153,0.433653303,0.457142857,0,0.051383399,0.037173203,3,3.125,0,0.3125,3,2.8125,5.8125,0.96,1.066666667,0,0.1,0.053763441,1193,1654,0,34,1193,1620,2813,0.721281741,0.736419753,0,0.020556227,0.01208674,3737,3101.6875,0,114.8125,3737,2986.875,6723.875,1.204828017,1.251140406,0,0.03701614,0.017075347,138.90547,68.0863375,0,13.061275,138.90547,55.0250625,193.9305325,2.040137201,2.524403675,0,0.191834008,0.067350277,6.146,8.9625,0,0.61125,6.146,8.35125,14.49725,0.685746165,0.735937734,0,0.068200837,0.042163169,538,734.875,0,43.9375,538,690.9375,1228.9375,0.732097295,0.778652194,0,0.05978908,0.035752428,1.1,1.916875,0,0.12625,1.1,1.790625,2.890625,0.573850668,0.614310646,0,0.065862406,0.043675676,2320,1884.3125,0,51.5,2320,1832.8125,4152.8125,1.231218283,1.265814152,0,0.027330923,0.012401234,-772.207,-160.113,0,-10.443,-772.207,-149.67,-921.877,4.822887586,5.159397341,0,0.065222686,0.011327975,0.98941177,0.408928571,288.9787858,-0.0625,0.01058823,1,0,0,0,0,0,1,0,0.264997,-2.717791,1.569493,3.56686,-3.351983,1.303427065,0.066020433,4.804211841,35.40524596,0.035014851,10.825383,10.825383,7.642387,90,90,90,895.6030566,0.989130938,1.014804476,0.824075475,123,15 [ D4h ],P4/mmm,16,91.178554,-3.329148,0,0,0,0,0,0,0,0,0,0,0,0,-2.166206
Ni,Ni,Ni,Bi,Bi,0,1,0,0.875,0.125,1.36,0.585,0,0.095,1.36,0.49,1.85,2.324786325,2.775510204,0,0.162393162,0.051351351,-48,-109.375,0,-11.375,-48,-98,-146,0.438857143,0.489795918,0,0.104,0.077910959,3,3.25,0,0.625,3,2.625,5.625,0.923076923,1.142857143,0,0.192307692,0.111111111,1193,1580,0,68,1193,1512,2705,0.755063291,0.789021164,0,0.043037975,0.025138632,3737,3017.375,0,229.625,3737,2787.75,6524.75,1.238493724,1.340507578,0,0.076100916,0.035192919,138.90547,77.479275,0,26.12255,138.90547,51.356725,190.262195,1.792808077,2.704718223,0,0.337155323,0.137297638,6.146,9.017,0,1.2225,6.146,7.7945,13.9405,0.68160142,0.788504715,0,0.135577243,0.087694129,538,732.75,0,87.875,538,644.875,1182.875,0.734220403,0.834270207,0,0.11992494,0.074289337,1.1,1.92375,0,0.2525,1.1,1.67125,2.77125,0.57179987,0.658189978,0,0.131254061,0.091114118,2320,1813.625,0,103,2320,1710.625,4030.625,1.27920601,1.356229448,0,0.056792336,0.02555435,-772.207,-160.578,0,-20.886,-772.207,-139.692,-911.899,4.808921521,5.527925722,0,0.130067631,0.022903852,0.983181217,0.417857143,296.4053572,-0.125,0.016818783,1,0,0,0,0,0,1,0,0.299762,-3.219417,0.710147,3.289857,-3.898752,1.349537579,0.039978359,2.034290277,26.8390254,0.020267189,10.908493,10.908493,7.70685,90,90,90,917.0783076,0.997058123,1.017815304,0.81129137,139,15 [ D4h ],I4/mmm,32,88.327161,-3.738738,0,0,0,0,0,0,0,0,0,0,0,0,-2.157165
Ni,Ni,Bi,Bi,Bi,0,1,0,0.8125,0.1875,1.36,0.5975,0,0.1425,1.36,0.455,1.815,2.276150628,2.989010989,0,0.238493724,0.078512397,-48,-108.0625,0,-17.0625,-48,-91,-139,0.444187392,0.527472527,0,0.157894737,0.122751799,3,3.375,0,0.9375,3,2.4375,5.4375,0.888888889,1.230769231,0,0.277777778,0.172413793,1193,1506,0,102,1193,1404,2597,0.792164675,0.8497151,0,0.067729084,0.039276088,3737,2933.0625,0,344.4375,3737,2588.625,6325.625,1.274094909,1.443623545,0,0.117432718,0.054451141,138.90547,86.8722125,0,39.183825,138.90547,47.6883875,186.5938575,1.59896319,2.912773471,0,0.451051307,0.209995257,6.146,9.0715,0,1.83375,6.146,7.23775,13.38375,0.677506476,0.849158924,0,0.202144078,0.137013169,538,730.625,0,131.8125,538,598.8125,1136.8125,0.73635586,0.898444839,0,0.180410607,0.1159492,1.1,1.930625,0,0.37875,1.1,1.551875,2.651875,0.569763678,0.708819976,0,0.196179994,0.142823474,2320,1742.9375,0,154.5,2320,1588.4375,3908.4375,1.331086169,1.46055479,0,0.088643454,0.039529863,-772.207,-161.043,0,-31.329,-772.207,-129.714,-901.921,4.795036108,5.953150778,0,0.194538105,0.034735858,0.977028644,0.426785714,303.7083823,-0.1875,0.022971356,1,0,0,0,0,0,1,0,0.354141,-3.366616,0.202175,3.697778,-4.219177,1.424956091,0.034506209,1.2240622,40.35753023,0.014710746,10.987405,10.987405,7.751497,90,90,90,935.7845043,1.004614979,1.020571972,0.801456869,123,15 [ D4h ],P4/mmm,16,82.035549,-3.93089,0,0,0,0,0,0,0,0,0,0,0,0,-2.128511
Ni,Bi,Bi,Bi,Bi,0,1,0,0.75,0.25,1.36,0.61,0,0.19,1.36,0.42,1.78,2.229508197,3.238095238,0,0.31147541,0.106741573,-48,-106.75,0,-22.75,-48,-84,-132,0.449648712,0.571428571,0,0.213114754,0.172348485,3,3.5,0,1.25,3,2.25,5.25,0.857142857,1.333333333,0,0.357142857,0.238095238,1193,1432,0,136,1193,1296,2489,0.833100559,0.920524691,0,0.094972067,0.054640418,3737,2848.75,0,459.25,3737,2389.5,6126.5,1.311803423,1.563925507,0,0.161211057,0.074961234,138.90547,96.26515,0,52.2451,138.90547,44.02005,182.92552,1.442946591,3.155504594,0,0.542720808,0.285608591,6.146,9.126,0,2.445,6.146,6.681,12.827,0.673460443,0.919922167,0,0.267915845,0.19061355,538,728.5,0,175.75,538,552.75,1090.75,0.738503775,0.973315242,0,0.241249142,0.161127664,1.1,1.9375,0,0.505,1.1,1.4325,2.5325,0.567741935,0.767888307,0,0.260645161,0.1994077,2320,1672.25,0,206,2320,1466.25,3786.25,1.38735237,1.58226769,0,0.123187322,0.054407395,-772.207,-161.508,0,-41.772,-772.207,-119.736,-891.943,4.781230651,6.449246676,0,0.258637343,0.046832589,0.970952595,0.435714286,310.8930828,-0.25,0.029047405,1,0,0,0,0,0,1,0,0.40218,-3.305245,-0.61469,2.086069,-3.69934,1.495080423,0.036690222,0.54080852,8.053195748,0.024739849,11.088283,11.088283,7.828367,90,90,90,962.4978783,1.003155441,1.013774058,0.785419,139,15 [ D4h ],I4/mmm,64,85.790887,-3.670059,0,0,0,0,0,0,0,0,0,0,0,0,-2.106196
Bi,Bi,Bi,Bi,Bi,0,1,0,0.6875,0.3125,1.36,0.6225,0,0.2375,1.36,0.385,1.745,2.184738956,3.532467532,0,0.381526104,0.136103152,-48,-105.4375,0,-28.4375,-48,-77,-125,0.455245999,0.623376623,0,0.269709544,0.2275,3,3.625,0,1.5625,3,2.0625,5.0625,0.827586207,1.454545455,0,0.431034483,0.308641975,1193,1358,0,170,1193,1188,2381,0.878497791,1.004208754,0,0.125184094,0.071398572,3737,2764.4375,0,574.0625,3737,2190.375,5927.375,1.351812078,1.706100554,0,0.207659786,0.096849364,138.90547,105.6580875,0,65.306375,138.90547,40.3517125,179.2571825,1.314669547,3.442368648,0,0.618091587,0.364316643,6.146,9.1805,0,3.05625,6.146,6.12425,12.27025,0.669462448,1.003551455,0,0.332906704,0.249078055,538,726.375,0,219.6875,538,506.6875,1044.6875,0.740664257,1.061798446,0,0.302443641,0.210290159,1.1,1.944375,0,0.63125,1.1,1.313125,2.413125,0.565734491,0.837696335,0,0.324654452,0.261590262,2320,1601.5625,0,257.5,2320,1344.0625,3664.0625,1.448585366,1.726110207,0,0.160780488,0.070277186,-772.207,-161.973,0,-52.215,-772.207,-109.758,-881.965,4.767504461,7.035541828,0,0.322368543,0.05920303,0.964951652,0.444642857,317.9643459,-0.3125,0.035048348,1,0,0,0,0,0,1,0,0.452014,-3.914531,-1.479768,1.496846,-4.602834,1.571473949,0.019949903,0.227690506,4.467576091,0.010023389,11.106524,11.106524,7.98352,90,90,90,984.8061146,1.015618106,1.034628271,0.773692722,123,15 [ D4h ],P4/mmm,16,71.138333,-4.372681,0,0,0,0,0,0,0,0,0,0,0,0,-2.082087
Bi,Bi,Bi,Bi,Bi,0,1,0,0.625,0.375,1.36,0.635,0,0.285,1.36,0.35,1.71,2.141732283,3.885714286,0,0.448818898,0.166666667,-48,-104.125,0,-34.125,-48,-70,-118,0.460984394,0.685714286,0,0.327731092,0.289194915,3,3.75,0,1.875,3,1.875,4.875,0.8,1.6,0,0.5,0.384615385,1193,1284,0,204,1193,1080,2273,0.929127726,1.10462963,0,0.158878505,0.08974923,3737,2680.125,0,688.875,3737,1991.25,5728.25,1.394337951,1.876710609,0,0.257030922,0.120259241,138.90547,115.051025,0,78.36765,138.90547,36.683375,175.588845,1.207337962,3.786605513,0,0.6811556,0.446313375,6.146,9.235,0,3.6675,6.146,5.5675,11.7135,0.66551164,1.103906601,0,0.397130482,0.313100269,538,724.25,0,263.625,538,460.625,998.625,0.742837418,1.16797829,0,0.363997239,0.263987983,1.1,1.95125,0,0.7575,1.1,1.19375,2.29375,0.563741192,0.921465969,0,0.388212684,0.330245232,2320,1530.875,0,309,2320,1221.875,3541.875,1.515473177,1.898721228,0,0.20184535,0.087241927,-772.207,-162.438,0,-62.658,-772.207,-99.78,-871.987,4.753856856,7.739096011,0,0.385734865,0.071856576,0.959024431,0.453571429,324.9267524,-0.375,0.040975569,1,0,0,0,0,0,1,0,0.442644,-3.675666,-6.223554,2.619375,-4.025843,1.556818008,0.025332528,0.001982188,13.72714144,0.017848372,11.23436913,11.23436913,7.952649,90,90,89.76208875,1003.707843,1.040009322,1.036862567,0.765073752,63,8 [ D2h ],Cmcm,8,77.034923,-3.976087,0,0,0,0,0,0,0,0,0,0,0,0,-2.117181
Bi,Bi,Bi,Bi,Bi,0,1,0,0.5625,0.4375,1.36,0.6475,0,0.3325,1.36,0.315,1.675,2.1003861,4.317460317,0,0.513513514,0.198507463,-48,-102.8125,0,-39.8125,-48,-63,-111,0.466869301,0.761904762,0,0.387234043,0.358671171,3,3.875,0,2.1875,3,1.6875,4.6875,0.774193548,1.777777778,0,0.564516129,0.466666667,1193,1210,0,238,1193,972,2165,0.985950413,1.227366255,0,0.196694215,0.109930716,3737,2595.8125,0,803.6875,3737,1792.125,5529.125,1.439626321,2.08523401,0,0.309609226,0.145355278,138.90547,124.4439625,0,91.428925,138.90547,33.0150375,171.9205075,1.116208992,4.207339459,0,0.734699564,0.531809301,6.146,9.2895,0,4.27875,6.146,5.01075,11.15675,0.661607191,1.22656289,0,0.460600678,0.383512224,538,722.125,0,307.5625,538,414.5625,952.5625,0.745023369,1.297753656,0,0.425913104,0.322879076,1.1,1.958125,0,0.88375,1.1,1.074375,2.174375,0.56176189,1.023851076,0,0.451324609,0.406438632,2320,1460.1875,0,360.5,2320,1099.6875,3419.6875,1.58883705,2.109690253,0,0.246886102,0.105418989,-772.207,-162.903,0,-73.101,-772.207,-89.802,-862.009,4.740287165,8.598995568,0,0.448739434,0.084803059,0.953169581,0.4625,331.7846023,-0.4375,0.046830419,1,0,0,0,0,0,1,0,0.50731,-4.009274,-16.029183,7.746341,-3.978736,1.660817581,0.018146565,1.09E-07,2313.093303,0.018709273,11.323315,11.323315,7.990108,90,90,90,1024.471374,1.040292839,1.047694926,0.755398099,123,15 [ D4h ],P4/mmm,16,73.161124,-4.116759,0,0,0,0,0,0,0,0,0,0,0,0,-2.078239
Bi,Bi,Bi,Bi,Bi,0,1,0,0.5,0.5,1.36,0.66,0,0.38,1.36,0.28,1.64,2.060606061,4.857142857,0,0.575757576,0.231707317,-48,-101.5,0,-45.5,-48,-56,-104,0.472906404,0.857142857,0,0.448275862,0.4375,3,4,0,2.5,3,1.5,4.5,0.75,2,0,0.625,0.555555556,1193,1136,0,272,1193,864,2057,1.050176056,1.380787037,0,0.23943662,0.132231405,3737,2511.5,0,918.5,3737,1593,5330,1.487955405,2.345888261,0,0.365717699,0.172326454,138.90547,133.8369,0,104.4902,138.90547,29.3467,168.25217,1.037871245,4.733256891,0,0.780727886,0.621033298,6.146,9.344,0,4.89,6.146,4.454,10.6,0.657748288,1.379883251,0,0.523330479,0.461320755,538,720,0,351.5,538,368.5,906.5,0.747222222,1.459972863,0,0.488194444,0.387755102,1.1,1.965,0,1.01,1.1,0.955,2.055,0.559796438,1.151832461,0,0.513994911,0.491484185,2320,1389.5,0,412,2320,977.5,3297.5,1.669665347,2.373401535,0,0.296509536,0.124943139,-772.207,-163.368,0,-83.544,-772.207,-79.824,-852.031,4.726794721,9.673870014,0,0.511385339,0.09805277,0.947385785,0.471428571,338.541937,-0.5,0.052614215,1,0,0,0,0,0,1,0,0.591535,-3.873521,-17.050146,1.268946,-4.018835,1.806759664,0.020785056,3.94E-08,3.557101401,0.017973892,11.365935,11.365935,8.073385,90,90,90,1042.95603,1.049886585,1.054907988,0.747737112,139,15 [ D4h ],I4/mmm,128,60.053213,-3.962304,0,0,0,0,0,0,0,0,0,0,0,0,-2.019739
Ni,Ni,Ni,Ni,Ca,0,1,0,1,0,1.358823529,0.56,0,0,1.358823529,0.56,1.918823529,2.426470588,2.426470588,0,0,0,-45.29411765,-112,0,0,-45.29411765,-112,-157.2941176,0.404411765,0.404411765,0,0,0,2.941176471,3,0,0,2.941176471,3,5.941176471,0.980392157,0.980392157,0,0,0,1188.411765,1728,0,0,1188.411765,1728,2916.411765,0.68773829,0.68773829,0,0,0,3620.529412,3186,0,0,3620.529412,3186,6806.529412,1.136387135,1.136387135,0,0,0,133.0920894,58.6934,0,0,133.0920894,58.6934,191.7854894,2.267581865,2.267581865,0,0,0,5.875647059,8.908,0,0,5.875647059,8.908,14.78364706,0.659592171,0.659592171,0,0,0,541.0588235,737,0,0,541.0588235,737,1278.058824,0.734136803,0.734136803,0,0,0,1.094117647,1.91,0,0,1.094117647,1.91,3.004117647,0.572836464,0.572836464,0,0,0,2337.352941,1955,0,0,2337.352941,1955,4292.352941,1.195576952,1.195576952,0,0,0,-758.7570588,-159.648,0,0,-758.7570588,-159.648,-918.4050588,4.75268753,4.75268753,0,0,0,0.99529736,0.4,274.8806033,0.029411765,0.00470264,1,0,0,0,0,0,1,0,0.232816,-2.426597,2.96657,1.107914,-3.326215,1.262149223,0.088336932,19.42517684,3.02803532,0.035928839,10.801648,10.801648,7.663778,90,90,90,894.1758927,0.989993254,1.010822561,0.829159413,123,15 [ D4h ],P4/mmm,16,85.345495,-3.125886,0,0,0,0,0,0,0,0,0,0,0,0,-2.226515
